name,type,prop_lat,prop_long,Beds,Baths,Parking,weekly_cost,suburb
10 coleman court dartmouth vic 3701,House,-36.5361943,147.4945295,3,1,1,290.0,dartmouth
3/1 tulloch street deer park vic 3023,Apartment / Unit / Flat,-37.7731617,144.773584,1,1,1,290.0,deer park
5/13 princes way drouin vic 3818,Apartment / Unit / Flat,-38.1369303,145.8599093,1,1,0,290.0,drouin
1/32 clarence street elsternwick vic 3185,Apartment / Unit / Flat,-37.8919752,145.0109956,1,1,1,290.0,elsternwick
9/1 fuller street essendon vic 3040,Apartment / Unit / Flat,-37.7442148,144.9134219,1,1,1,290.0,essendon
10/246 buckley street essendon vic 3040,Apartment / Unit / Flat,-37.7556621,144.9069296,1,1,1,290.0,essendon
3/23 rathmines street fairfield vic 3078,Apartment / Unit / Flat,-37.7613711,145.019041,1,1,1,290.0,fairfield
7/55 napier street fitzroy vic 3065,Apartment / Unit / Flat,-37.80650900000001,144.979178,1,1,0,290.0,fitzroy
7/95 victoria street flemington vic 3031,Apartment / Unit / Flat,-37.7856444,144.9348801,1,1,1,290.0,flemington
8/218 gordon street footscray vic 3011,Apartment / Unit / Flat,-37.7957806,144.8884846,1,1,1,290.0,footscray
18 eleanor street footscray vic 3011,Apartment / Unit / Flat,-37.7973384,144.8844993,3,1,2,290.0,footscray
40 buckley street footscray vic 3011,Apartment / Unit / Flat,-37.8036704,144.8970631,1,1,0,290.0,footscray
3/248 gordon street footscray vic 3011,Apartment / Unit / Flat,-37.7970985,144.8881005,1,1,1,290.0,footscray
1/7-9 towerhill road frankston vic 3199,Apartment / Unit / Flat,-38.16342849999999,145.1354494,2,1,1,290.0,frankston
13/70 edgar street north glen iris vic 3146,Apartment / Unit / Flat,-37.8494785,145.0468609,1,1,1,290.0,north glen iris
21/131 riversdale road hawthorn vic 3122,Apartment / Unit / Flat,-37.8288357,145.0376458,1,1,1,290.0,hawthorn
4/40 wawunna road horsham vic 3400,Apartment / Unit / Flat,-36.70368819999999,142.19669,2,1,1,290.0,horsham
3/28 bishop street kingsville vic 3012,Apartment / Unit / Flat,-37.8103024,144.8748195,2,1,0,290.0,kingsville
52 tyquin street laverton vic 3028,House,-37.851052,144.7789498,3,1,2,290.0,laverton
21/110-112 wattletree road malvern vic 3144,Apartment / Unit / Flat,-37.862616,145.0267451,1,1,1,290.0,malvern
6/27 ewart street malvern vic 3144,Apartment / Unit / Flat,-37.8697711,145.0365258,1,1,1,290.0,malvern
8/164 warrigal road mentone vic 3194,Apartment / Unit / Flat,-37.977751,145.0725535,1,1,1,290.0,mentone
32 bennett st moe vic 3825,House,-38.1717598,146.2675021,2,1,1,290.0,moe
7/20 mantell street moonee ponds vic 3039,Apartment / Unit / Flat,-37.7646031,144.9158297,1,1,1,290.0,moonee ponds
8 bennett ct mooroopna vic 3629,House,-36.3773231,145.3473729,3,1,0,290.0,mooroopna
unit 4/7 elgin st morwell vic 3840,Apartment / Unit / Flat,-38.2379982,146.3905473,2,1,1,290.0,morwell
75 haywood st morwell vic 3840,House,-38.218383,146.4193034,3,1,0,290.0,morwell
77 comans street morwell vic 3840,House,-38.2351086,146.4107761,2,1,0,290.0,morwell
2/184 mason street newport vic 3015,Apartment / Unit / Flat,-37.8405184,144.8668691,1,1,1,290.0,newport
4/33 corrigan road noble park vic 3174,Apartment / Unit / Flat,-37.950702,145.171743,2,1,1,290.0,noble park
312/3-11 high street north melbourne vic 3051,Apartment / Unit / Flat,-37.7996001,144.9538384,1,1,0,290.0,north melbourne
1/25 spencer street northcote vic 3070,Apartment / Unit / Flat,-37.7635004,144.9963609,1,1,1,290.0,northcote
1/11 holloway street ormond vic 3204,Apartment / Unit / Flat,-37.9014432,145.0461291,1,1,1,290.0,ormond
311/42 porter street prahran vic 3181,Apartment / Unit / Flat,-37.8484995,144.9903141,1,1,0,290.0,prahran
8/34 wynnstay road prahran vic 3181,Apartment / Unit / Flat,-37.85304199999999,145.0108019,1,1,1,290.0,prahran
1/34 wynnstay road prahran vic 3181,Apartment / Unit / Flat,-37.85304199999999,145.0108019,1,1,1,290.0,prahran
1/607 talbot street south street redan vic 3350,House,-37.5737271,143.840741,2,1,1,290.0,redan
2/15 loddon avenue reservoir vic 3073,Apartment / Unit / Flat,-37.7230737,145.0261478,1,1,0,290.0,reservoir
1 nanta court sebastopol vic 3356,House,-37.5966939,143.8451838,3,2,1,290.0,sebastopol
15/60 arthur st south yarra vic 3141,Apartment / Unit / Flat,-37.8418414,144.9943673,1,1,1,290.0,south yarra
8/713 princes highway springvale vic 3171,Apartment / Unit / Flat,-37.9408312,145.1643381,2,1,1,290.0,springvale
7/221 main road east st albans vic 3021,Apartment / Unit / Flat,-37.7464765,144.8158674,2,1,0,290.0,albans
2/8-10 thorndon drive st albans vic 3021,Apartment / Unit / Flat,-37.7495849,144.8073125,2,1,1,290.0,st albans
2/2 lee street st albans vic 3021,Apartment / Unit / Flat,-37.7393594,144.7812499,2,1,1,290.0,st albans
6 george street st arnaud vic 3478,House,-36.6229971,143.2634472,3,1,4,290.0,st arnaud
5/115 high street thomastown vic 3074,Apartment / Unit / Flat,-37.684329,145.012518,2,1,1,290.0,thomastown
2/1014 howitt street wendouree vic 3355,Apartment / Unit / Flat,-37.5406345,143.8386262,2,1,1,290.0,wendouree
9/41 napier st fitzroy vic 3065,Apartment / Unit / Flat,-37.8069499,144.9790178,1,1,1,300.0,fitzroy
1/9 young street horsham vic 3400,Apartment / Unit / Flat,-36.7270003,142.2084587,3,1,1,300.0,horsham
9 lyndon street lalor vic 3075,House,-37.6660167,145.0105221,2,1,1,300.0,lalor
9/84 latrobe street mentone vic 3194,Apartment / Unit / Flat,-37.9747846,145.062883,1,1,1,300.0,mentone
3/48 tyers street portland vic 3305,Apartment / Unit / Flat,-38.3439085,141.6004789,2,1,1,300.0,portland
66 erica avenue st albans vic 3021,House,-37.7378152,144.80432389999999,3,1,2,300.0,st albans
6 gavan court werribee vic 3030,House,-37.8908259,144.6562251,3,1,2,300.0,werribee
3/13 lewis street west footscray vic 3012,Apartment / Unit / Flat,-37.8006709,144.8716645,2,1,1,300.0,west footscray
120/80 cheltenham road dandenong vic 3175,Apartment / Unit / Flat,-37.9900427,145.2036295,2,2,1,287.0,dandenong
6/4-6 harvey street brunswick vic 3056,Apartment / Unit / Flat,-37.7730597,144.9561822,1,1,1,300.0,brunswick
1/2a foden street brunswick west vic 3055,Apartment / Unit / Flat,-37.770078,144.9474609,1,1,1,300.0,brunswick west
25/370 melrose drive tullamarine vic 3043,Townhouse,-37.6881813,144.8713202,2,1,1,300.0,tullamarine
3/9 hancock street altona vic 3018,House,-37.8650222,144.8220603,2,1,1,285.0,altona
7/16 de carle street brunswick vic 3056,Apartment / Unit / Flat,-37.7624851,144.9650169,1,1,1,285.0,brunswick
6/446 albion street brunswick vic 3056,Apartment / Unit / Flat,-37.7586705,144.9433316,1,1,1,285.0,brunswick
17/3 holmes street brunswick east vic 3057,Apartment / Unit / Flat,-37.7614589,144.9737037,1,1,0,285.0,brunswick east
29/3 holmes street brunswick east vic 3057,Apartment / Unit / Flat,-37.7614589,144.9737037,1,1,0,285.0,brunswick east
28/3 holmes street brunswick east vic 3057,Apartment / Unit / Flat,-37.7614589,144.9737037,1,1,0,285.0,brunswick east
24/3 holmes street brunswick east vic 3057,Apartment / Unit / Flat,-37.7614589,144.9737037,1,1,0,285.0,brunswick east
a42/1-5 grantham street brunswick west vic 3055,Apartment / Unit / Flat,-37.7753709,144.9486481,1,1,1,285.0,brunswick west
2/99 neerim road carnegie vic 3163,Apartment / Unit / Flat,-37.8869036,145.0407895,1,1,1,285.0,carnegie
5/19 riches street dallas vic 3047,Apartment / Unit / Flat,-37.6705345,144.946278,2,1,1,285.0,dallas
1/1 william avenue dandenong south vic 3175,Apartment / Unit / Flat,-37.9936651,145.2135359,1,1,0,285.0,dandenong south
10/156a napier st essendon vic 3040,Apartment / Unit / Flat,-37.7479047,144.9194417,1,1,1,285.0,essendon
4/6 koormiel lane fitzroy north vic 3068,Apartment / Unit / Flat,-37.7882065,144.9898958,1,1,0,285.0,fitzroy north
2/17 lewis street frankston vic 3199,Apartment / Unit / Flat,-38.1404321,145.1284874,2,1,1,285.0,frankston
2/99 neerim road glen huntly vic 3163,Apartment / Unit / Flat,-37.8869036,145.0407895,1,1,1,285.0,glen huntly
2 sycamore street hamlyn heights vic 3215,Apartment / Unit / Flat,-38.1217212,144.3278223,1,1,0,285.0,hamlyn heights
4/1 king street hastings vic 3915,House,-38.3106449,145.1923306,2,1,1,285.0,hastings
11/1 warida avenue malvern east vic 3145,Apartment / Unit / Flat,-37.8790476,145.0662859,1,1,1,285.0,malvern east
3/1 warida avenue malvern east vic 3145,Apartment / Unit / Flat,-37.8790476,145.0662859,1,1,1,285.0,malvern east
2/10 bowen street moonee ponds vic 3039,Apartment / Unit / Flat,-37.769966,144.9095952,1,1,0,285.0,moonee ponds
15/30 kelvinside road noble park vic 3174,Apartment / Unit / Flat,-37.963416,145.1775352,2,1,1,285.0,noble park
21 rivergum court north bendigo vic 3550,Townhouse,-36.7342635,144.2830523,3,1,1,285.0,north bendigo
4/10 ormond road ormond vic 3204,Apartment / Unit / Flat,-37.9032522,145.0456554,1,1,1,285.0,ormond
16 hicken crescent shepparton vic 3630,House,-36.3595359,145.3945006,3,1,0,285.0,shepparton
14/33 grey street st kilda vic 3182,Apartment / Unit / Flat,-37.8610036,144.9779851,1,1,0,285.0,st kilda
22/77 alma road st kilda vic 3182,Apartment / Unit / Flat,-37.8617175,144.9901336,1,1,1,285.0,st kilda
514c/11 shamrock street abbotsford vic 3067,Apartment / Unit / Flat,-37.8103554,145.0077471,1,1,1,280.0,abbotsford
4/8 burnewang street albion vic 3020,Apartment / Unit / Flat,-37.783506,144.820771,2,1,1,280.0,albion
5/44 adelaide street albion vic 3020,Townhouse,-37.780469,144.819923,2,1,1,280.0,albion
4/33 bent street altona vic 3018,House,-37.866608,144.831545,1,1,1,280.0,altona
12 webb street ararat vic 3377,House,-37.2923209,142.9238509,3,1,1,280.0,ararat
28 murphy street ararat vic 3377,House,-37.2753983,142.9426294,2,1,3,280.0,ararat
1/39 kent street ascot vale vic 3032,Apartment / Unit / Flat,-37.7810434,144.9303644,1,1,1,280.0,ascot vale
1/25 harold street ascot vale vic 3032,Apartment / Unit / Flat,-37.773231,144.9011686,1,1,1,280.0,ascot vale
1/1005 south street ballarat central vic 3350,House,-37.5685894,143.8389112,2,1,1,280.0,ballarat central
3/225 barnard street bendigo vic 3550,Apartment / Unit / Flat,-36.7562211,144.2725783,1,1,1,280.0,bendigo
6/18 hoy street bendigo vic 3550,House,-36.7415602,144.2750296,2,1,1,280.0,bendigo
39 holloway street boort vic 3537,House,-36.1117757,143.7290985,2,1,2,280.0,boort
room 6/184 dorset road boronia vic 3155,Studio,-37.8658296,145.2856746,0,1,0,280.0,boronia
3/1 holman court breakwater vic 3219,Apartment / Unit / Flat,-38.1818646,144.367591,2,1,1,280.0,breakwater
4/4 haines street brown hill vic 3350,Townhouse,-37.5565345,143.8871903,2,1,1,280.0,brown hill
5/237 glenlyon road brunswick east vic 3057,Apartment / Unit / Flat,-37.7729734,144.9769094,1,1,1,280.0,brunswick east
3/1 cooper street brunswick west vic 3055,Apartment / Unit / Flat,-37.754567,144.952216,1,1,1,280.0,brunswick west
108/5 dudley street caulfield east vic 3145,Apartment / Unit / Flat,-37.880464,145.0480025,1,1,0,280.0,caulfield east
g07/5 dudley street caulfield east vic 3145,Apartment / Unit / Flat,-37.880464,145.0480025,1,1,0,280.0,caulfield east
213/1457 north road clayton vic 3168,Apartment / Unit / Flat,-37.9136587,145.1239837,1,1,0,280.0,clayton
2/23 punt road cobram vic 3644,Apartment / Unit / Flat,-35.9192365,145.6566676,2,1,1,280.0,cobram
8/27 the grove coburg vic 3058,Studio,-37.7512949,144.9689923,1,1,0,280.0,coburg
575 settlement road cowes vic 3922,House,-38.456305,145.2051006,1,1,0,280.0,cowes
204a stony point road crib point vic 3919,Apartment / Unit / Flat,-38.364815899999996,145.2040387,1,1,0,280.0,crib point
1/18 king street dallas vic 3047,Apartment / Unit / Flat,-37.6719437,144.9415398,1,1,0,280.0,dallas
7/21 close avenue dandenong vic 3175,Apartment / Unit / Flat,-37.9827533,145.2088112,2,1,1,280.0,avenue dandenong
5/9 hemmings street dandenong vic 3175,Apartment / Unit / Flat,-37.9839961,145.2097389,2,1,1,280.0,dandenong
4/45 potter street dandenong vic 3175,Apartment / Unit / Flat,-37.9817208,145.2057478,2,1,1,280.0,dandenong
6/40-42 hemmings street dandenong vic 3175,Apartment / Unit / Flat,-37.983084,145.2065107,2,1,1,280.0,dandenong
4/1485 heatherton road dandenong north vic 3175,Apartment / Unit / Flat,-37.969511,145.213933,1,1,1,280.0,dandenong north
4/3 stud road dandenong north vic 3175,Apartment / Unit / Flat,-37.98456669999999,145.2205264,2,1,0,280.0,dandenong north
1/1 tinto close deer park vic 3023,Apartment / Unit / Flat,-37.7621202,144.7596346,2,1,2,280.0,deer park
5/33 warner street essendon vic 3040,Apartment / Unit / Flat,-37.7436889,144.9131639,1,1,1,280.0,essendon
1/2 sturt st essendon vic 3040,Apartment / Unit / Flat,-37.74792,144.913473,1,1,1,280.0,essendon
7/187 gillies street fairfield vic 3078,Apartment / Unit / Flat,-37.7715395,145.0185722,1,1,1,280.0,fairfield
10/24-36 lorne street fawkner vic 3060,Apartment / Unit / Flat,-37.71485029999999,144.975611,1,1,1,280.0,fawkner
 406a/62 - 66 nicholson street footscray vic 3011,Apartment / Unit / Flat,-37.7984848,144.8995135,1,1,0,280.0,footscray
10/27 eldridge street footscray vic 3011,Apartment / Unit / Flat,-37.788602,144.8926139,2,1,1,280.0,footscray
5/5 petrie street frankston vic 3199,Apartment / Unit / Flat,-38.1411738,145.129281,2,1,1,280.0,frankston
120/325 nepean highway frankston vic 3199,Apartment / Unit / Flat,-38.13312519999999,145.125043,2,1,1,280.0,frankston
304/1 queens avenue hawthorn vic 3122,Apartment / Unit / Flat,-37.8227434,145.0429424,1,1,0,280.0,hawthorn
3/23 hull street hawthorn vic 3122,Apartment / Unit / Flat,-37.8185976,145.0388946,1,1,1,280.0,hawthorn
2977a epping kilmore road heathcote junction vic 3758,House,-37.3842513,145.0290509,2,1,4,280.0,heathcote junction
2/8 burgess street horsham vic 3400,Apartment / Unit / Flat,-36.7105615,142.188528,2,1,1,280.0,horsham
2/78 wawunna road horsham vic 3400,Apartment / Unit / Flat,-36.7003034,142.1964069,2,1,1,280.0,horsham
4/38 francis street horsham vic 3400,House,-36.7013141,142.1978469,2,1,1,280.0,horsham
2/7 holland court kennington vic 3550,Apartment / Unit / Flat,-36.7644869,144.3058533,2,1,1,280.0,kennington
3/26 highland street kingsbury vic 3083,Apartment / Unit / Flat,-37.716577,145.038942,2,1,1,280.0,kingsbury
2/199 geelong road kingsville vic 3012,Apartment / Unit / Flat,-37.8034862,144.8847908,2,1,1,270.0,kingsville
3/9-11 orme street lakes entrance vic 3909,Apartment / Unit / Flat,-37.8787981,147.9857971,1,1,2,280.0,lakes entrance
1/197 church street manifold heights vic 3218,Apartment / Unit / Flat,-38.1302923,144.3340489,1,1,1,280.0,manifold heights
1306 labuan road marungi vic 3634,House,-36.1816012,145.5332667,2,1,3,280.0,marungi
26 logan street maryborough vic 3465,House,-37.0536218,143.7438033,2,1,1,280.0,maryborough
2/10 glenmaggie court meadow heights vic 3048,Apartment / Unit / Flat,-37.6584743,144.9231397,1,1,0,280.0,meadow heights
2b virginia court mentone vic 3194,Apartment / Unit / Flat,-37.9822858,145.0919194,1,1,1,280.0,mentone
112 burrows street mildura vic 3500,House,-34.1991478,142.1521062,2,1,2,280.0,mildura
2/471 san mateo avenue mildura vic 3500,Apartment / Unit / Flat,-34.2118183,142.1399576,2,1,1,280.0,mildura
3/1a grandview grove morwell vic 3840,Apartment / Unit / Flat,-38.2416778,146.3962046,2,1,1,280.0,morwell
2/3 lancaster avenue newcomb vic 3219,House,-38.1719938,144.3920915,1,1,1,280.0,newcomb
4/48 curran street north melbourne vic 3051,Apartment / Unit / Flat,-37.792029,144.9430106,1,1,1,280.0,north melbourne
607/3 - 11 high st north melbourne vic 3051,Apartment / Unit / Flat,-37.7996001,144.9538384,1,1,0,280.0,north melbourne
9/49 brougham street north melbourne vic 3051,Apartment / Unit / Flat,-37.7938347,144.9436757,1,1,0,280.0,north melbourne
89/7 hartington street northcote vic 3070,House,-37.7711979,144.9931546,1,1,0,280.0,northcote
14/170 westgarth street northcote vic 3070,Apartment / Unit / Flat,-37.782999,145.0101347,1,1,1,280.0,northcote
13/40 lillimur road ormond vic 3204,Apartment / Unit / Flat,-37.9006988,145.0422103,1,1,1,280.0,ormond
1/34 lillimur road ormond vic 3204,Apartment / Unit / Flat,-37.9011693,145.0421458,1,1,1,280.0,ormond
6a kingsley ct portland vic 3305,Studio,-38.35644190000001,141.6150741,2,1,1,280.0,portland
21 newton street reservoir vic 3073,Studio,-37.7319135,145.0268383,0,1,0,280.0,reservoir
3/41 rennie street seddon vic 3011,Apartment / Unit / Flat,-37.8069991,144.8937644,1,1,1,280.0,seddon
unit 2/17 numurkah rd shepparton vic 3630,Apartment / Unit / Flat,-36.3654399,145.4027382,1,1,0,280.0,shepparton
2/8 kelvin grove springvale vic 3171,Apartment / Unit / Flat,-37.9483596,145.1538379,1,1,1,280.0,springvale
15 oberon avenue st albans vic 3021,House,-37.743519,144.807532,3,1,4,280.0,st albans
36/12 percy street st albans vic 3021,Apartment / Unit / Flat,-37.7466945,144.803508,2,1,1,280.0,st albans
7/5 acland street st kilda vic 3182,Studio,-37.8628762,144.9739404,1,1,0,280.0,st kilda
2/257 barkly street st kilda vic 3182,Apartment / Unit / Flat,-37.8717349,144.9800506,1,1,1,280.0,st kilda
10/91 grosvenor street st kilda east vic 3183,Apartment / Unit / Flat,-37.8735844,144.9960812,1,1,1,280.0,kilda east
2/24 holroyd ave st kilda east vic 3183,Apartment / Unit / Flat,-37.8644685,145.0077026,1,1,1,280.0,kilda east
2/42 pinewood drive thomastown vic 3074,Apartment / Unit / Flat,-37.682355,144.993764,2,1,1,280.0,thomastown
7/141 flinders street thornbury vic 3071,Apartment / Unit / Flat,-37.7571692,145.0153004,1,1,1,280.0,thornbury
3/50 normanby avenue thornbury vic 3071,Apartment / Unit / Flat,-37.7587228,144.9954141,1,1,1,280.0,thornbury
3/17 finningley drive tullamarine vic 3043,Apartment / Unit / Flat,-37.6966896,144.8841891,1,1,1,280.0,tullamarine
9 katelyn court waurn ponds vic 3216,House,-38.2074291,144.3037911,2,8,8,280.0,waurn ponds
2 maimones road werribee south vic 3030,House,-37.9488896,144.7066694,2,1,3,280.0,werribee south
11/5 carmichael street west footscray vic 3012,Apartment / Unit / Flat,-37.7993354,144.8786016,1,1,1,280.0,west footscray
1/101 wigg street wodonga vic 3690,Apartment / Unit / Flat,-36.128898,146.8967816,2,1,1,280.0,wodonga
160 cleeland street dandenong vic 3175,Apartment / Unit / Flat,-37.9733785,145.216988,0,1,0,299.0,dandenong
6/21 chusan street balaclava vic 3183,Apartment / Unit / Flat,-37.8673524,144.9988551,1,1,0,275.0,balaclava
89a revell street blairgowrie vic 3942,House,-38.3695378,144.7740562,1,1,1,275.0,blairgowrie
787 park st brunswick vic 3056,Apartment / Unit / Flat,-37.7770416,144.954365,1,1,0,275.0,brunswick
25/3 holmes street brunswick east vic 3057,Apartment / Unit / Flat,-37.761424,144.973844,1,1,0,275.0,brunswick east
30/3 holmes street brunswick east vic 3057,Apartment / Unit / Flat,-37.7614589,144.9737037,1,1,0,275.0,brunswick east
11/3 holmes street brunswick east vic 3057,Apartment / Unit / Flat,-37.7614589,144.9737037,1,1,0,275.0,brunswick east
27/3 holmes street brunswick east vic 3057,Apartment / Unit / Flat,-37.7614589,144.9737037,1,1,0,275.0,brunswick east
14/3 holmes street brunswick east vic 3057,Apartment / Unit / Flat,-37.761424,144.973844,1,1,0,275.0,brunswick east
4/24 daly street brunswick west vic 3055,House,-37.767759,144.9445574,1,1,1,275.0,brunswick west
