,STOP_ID,STOP_NAME,LATITUDE,LONGITUDE,ROUTEUSSP,geometry,Fin_year,Pax_annual
199,19949,Hampton Railway Station (Hampton),-37.937977,145.001471,Sandringham,POINT (145.00147104 -37.93797702),FY20-21,229200
200,19950,Brighton Beach Railway Station (Brighton),-37.926484,144.989154,Sandringham,POINT (144.98915399999998 -37.92648402),FY20-21,140150
201,19951,Middle Brighton Railway Station (Brighton),-37.915134,144.996299,Sandringham,POINT (144.99629892 -37.91513403),FY20-21,243050
202,19952,North Brighton Railway Station (Brighton),-37.904887,145.002605,Sandringham,POINT (145.00260504 -37.90488699),FY20-21,246150
203,19953,Gardenvale Railway Station (Brighton),-37.896695,145.004168,Sandringham,POINT (145.00416816 -37.89669501),FY20-21,185050
204,19954,Elsternwick Railway Station (Elsternwick),-37.884753,145.000898,Sandringham,POINT (145.00089792 -37.884752999999996),FY20-21,385100
205,19955,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237,Sandringham,POINT (144.99523692 -37.875906),FY20-21,244200
206,19956,Balaclava Railway Station (Balaclava),-37.869488,144.993512,Sandringham,POINT (144.99351216 -37.86948801),FY20-21,416700
207,19957,Windsor Railway Station (Windsor),-37.856053,144.992035,Sandringham,POINT (144.99203508 -37.85605299),FY20-21,334200
208,19958,Prahran Railway Station (Prahran),-37.849518,144.98986,Sandringham,POINT (144.98985996 -37.849517999999996),FY20-21,473550
209,19959,South Yarra Railway Station (South Yarra),-37.838449,144.992342,"Frankston,Pakenham,Sandringham,Cranbourne",POINT (144.99234216 -37.83844899),FY20-21,1669900
210,19960,Upfield Railway Station (Coolaroo),-37.666078,144.94674,Upfield,POINT (144.94673988 -37.66607802),FY20-21,147300
211,19961,Gowrie Railway Station (Glenroy),-37.700678,144.958874,Upfield,POINT (144.95887404 -37.70067798),FY20-21,112050
212,19962,Fawkner Railway Station (Fawkner),-37.714621,144.960545,Upfield,POINT (144.96054516 -37.71462096),FY20-21,66600
213,19963,Merlynston Railway Station (Coburg North),-37.720934,144.961314,Upfield,POINT (144.96131412 -37.72093401),FY20-21,126950
214,19964,Batman Railway Station (Coburg North),-37.733523,144.962841,Upfield,POINT (144.96284088 -37.73352303),FY20-21,116250
215,19965,Coburg Railway Station (Coburg),-37.742345,144.963336,Upfield,POINT (144.96333588 -37.74234501),FY20-21,145500
216,19966,Moreland Railway Station (Coburg),-37.754485,144.961823,Upfield,POINT (144.96182316 -37.75448502),FY20-21,91250
217,19967,Anstey Railway Station (Brunswick),-37.761242,144.960684,Upfield,POINT (144.96068412 -37.76124204),FY20-21,159900
218,19968,Brunswick Railway Station (Brunswick),-37.767721,144.959587,Upfield,POINT (144.95958684 -37.76772096),FY20-21,155350
219,19969,Jewell Railway Station (Brunswick),-37.774987,144.958717,Upfield,POINT (144.95871708 -37.77498702),FY20-21,135400
