,Facility ID,Pcode,Suburb/Town,Latitude,Longitude
2421,CORANG12763,3266.0,COBRICO,-38.290903,143.018699
2423,CORANG12791,3265.0,ECKLIN SOUTH,-38.379653,142.911972
2427,CORANG12747,3269.0,PORT CAMPBELL,-38.616011,143.002448
2428,CORANG12769,3269.0,PRINCETOWN,-38.699025,143.160422
2429,CORANG12770,3267.0,SCOTTS CREEK,-38.452162,143.048966
2436,CORANG5365,,CAMPERDOWN,-38.214716,143.15774
2437,CORANG5367,,CAMPERDOWN,-38.235787,143.10776
2438,CORANG5366,,TERANG,-38.228876,142.94344
2439,CORANG11320,3260.0,CAMPERDOWN,-38.237141,143.122034
2441,CORANG5523,3264.0,TERANG,-38.245126,142.924239
2442,CORANG11321,3267.0,SCOTTS CREEK,-38.450697,143.050762
2443,CORANG11322,3269.0,COORIEMUNGLE,-38.631516,143.076191
2446,CORANG12752,3260.0,CAMPERDOWN,-38.23113,143.103068
2447,CORANG12758,3266.0,COBDEN,-38.322721,143.073633
2448,CORANG12765,3324.0,LISMORE,-37.948216,143.326743
2449,CORANG12775,3361.0,SKIPTON,-37.687958,143.37083
2450,CORANG12780,3264.0,TERANG,-38.242356,142.911058
2451,CORANG12784,3268.0,TIMBOON,-38.472481,142.965283
2453,CORANG12749,3260.0,CAMPERDOWN,-38.226492,143.145011
2455,CORANG12757,3266.0,COBDEN,-38.324325,143.076283
2456,CORANG12764,3324.0,LISMORE,-37.955057,143.344148
2457,CORANG12772,3266.0,SIMPSON  ,-38.497555,143.208747
2460,CORANG12785,3268.0,TIMBOON,-38.486764,142.975637
2462,CORANG12759,3266.0,COBDEN,-38.322772,143.06005
2476,CORANG11232,3325.0,DERRINALLUM,-37.932832,143.165775
2477,CORANG12755,3260.0,CAMPERDOWN,-38.239802,143.150283
2478,CORANG12761,3266.0,COBDEN,-38.324597,143.067909
2479,CORANG12768,3269.0,PORT CAMPBELL,-38.61904,142.996955
2480,CORANG12773,3266.0,SIMPSON  ,-38.496414,143.209578
2481,CORANG12789,3264.0,TERANG,-38.2428,142.922245
2482,CORANG12787,3268.0,TIMBOON,-38.483167,142.977576
2489,CORANG11257,3269.0,PORT CAMPBELL,-38.619136,142.993022
2490,CORANG12754,3260.0,CAMPERDOWN,-38.236659,143.149459
2491,CORANG12760,3266.0,COBDEN,-38.32556,143.078336
2492,CORANG12766,3324.0,LISMORE,-37.955394,143.344467
2493,CORANG12777,3361.0,SKIPTON,-37.684072,143.369153
2494,CORANG12781,3264.0,TERANG,-38.242356,142.911058
2495,CORANG12786,3268.0,TIMBOON,-38.486277,142.981087
2505,CORANG12776,3361.0,SKIPTON,-37.685739,143.369567
2509,GREATE11619,3175.0,DANDENONG,-37.984995,145.229068
2510,GREATE11657,3174.0,NOBLE PARK  ,-37.961328,145.171495
2511,GREATE11613,3171.0,SPRINGVALE,-37.974962,145.153433
2512,GREATE11616,3174.0,NOBLE PARK NORTH,-37.953837,145.193877
2513,GREATE11626,3175.0,DANDENONG,-37.9954,145.221365
2514,GREATE11631,3170.0,MULGRAVE,-37.936376,145.168138
2515,GREATE11632,3173.0,KEYSBOROUGH,-37.986985,145.17481
2516,GREATE11637,3175.0,DANDENONG,-37.984195,145.197572
2517,GREATE11643,3173.0,KEYSBOROUGH,-37.994562,145.167688
2518,GREATE11644,3175.0,DANDENONG NORTH,-37.962081,145.217008
2519,GREATE11645,3173.0,KEYSBOROUGH,-37.996886,145.155004
2520,GREATE11650,3174.0,NOBLE PARK,-37.97745,145.169162
2522,GREATE11665,3171.0,SPRINGVALE,-37.943645,145.147509
2523,GREATE11669,3175.0,DANDENONG,-37.995115,145.226746
2524,GREATE11649,3174.0,NOBLE PARK  ,-37.961328,145.171495
2525,GREATE11663,3173.0,KEYSBOROUGH,-37.995822,145.153915
2527,GREATE11624,3175.0,DANDENONG NORTH,-37.964204,145.226509
2530,GREATE11638,3175.0,DANDENONG,-37.980806,145.208629
2533,GREATE11614,3175.0,DANDENONG,-37.970923,145.195534
2536,GREATE11621,3173.0,KEYSBOROUGH,-37.983689,145.149697
2540,GREATE12283,3802.0,ENDEAVOUR HILLS ,-37.954473,145.237058
2545,GREATE11641,3173.0,KEYSBOROUGH,-37.989447,145.158751
2551,GREATE11653,3174.0,NOBLE PARK  ,-37.962026,145.181661
2557,GREATE11671,3171.0,SPRINGVALE,-37.946035,145.161401
2558,GREATE11673,3174.0,NOBLE PARK NORTH,-37.947531,145.192879
2559,GREATE11664,3171.0,SPRINGVALE,-37.975114,145.147312
2560,GREATE11623,3175.0,DANDENONG,-37.991802,145.216291
2561,DANDEN5280,3171.0,SPRINGVALE,-37.95666,144.16301
2562,DANDEN11336,3197.0,PATTERSON LAKES,-38.068362,145.156627
2563,GREATE11615,3171.0,SPRINGVALE,-37.949303,145.152029
2564,GREATE11625,3175.0,DANDENONG,-37.971368,145.217754
2565,GREATE11628,3175.0,DANDENONG,-37.986158,145.206508
2566,GREATE11629,3175.0,DANDENONG,-37.989265,145.203498
2567,GREATE11634,3175.0,DANDENONG,,
2568,GREATE11648,3174.0,NOBLE PARK  ,-37.964727,145.174049
2569,GREATE11655,3173.0,KEYSBOROUGH,,
2570,GREATE11658,3171.0,SPRINGVALE,-37.941992,145.168696
2571,GREATE11633,3173.0,KEYSBOROUGH,-38.029248,145.180444
2572,GREATE11630,3175.0,BANGHOLME,-38.06692,145.179927
2573,GREATE11642,3173.0,KEYSBOROUGH,-38.010659,145.149382
2574,DANDEN11460,3175.0,DANDENONG SOUTH,,
2575,DANDEN11501,3174.0,NOBLE PARK,,
2576,GREATE11640,3175.0,DANDENONG,-37.972185,145.218467
2578,GREATE11617,3171.0,SPRINGVALE,-37.963132,145.152186
2579,GREATE11622,3175.0,DANDENONG  ,-37.970317,145.22528
2581,GREATE11627,3175.0,DANDENONG,-37.98231,145.219213
2584,GREATE11672,3175.0,BANGHOLME,-38.042307,145.2052
2585,GREATE11659,3171.0,SPRINGVALE,-37.950455,145.165869
2591,GREATE11661,3171.0,SPRINGVALE,-37.943689,145.170338
2592,DANDEN11200,3171.0,SPRINGVALE,-37.929113,145.150876
2594,GREATE11618,3175.0,BANGHOLME,-38.056917,145.209935
2597,GREATE12281,3802.0,ENDEAVOUR HILLS ,-37.959983,145.242449
2599,GREATE11635,3175.0,DANDENONG,-38.001833,145.211675
2600,GREATE11636,3170.0,MULGRAVE,-37.939349,145.147027
2603,GREATE11652,3171.0,SPRINGVALE,-37.954379,145.140357
2605,GREATE11654,3173.0,KEYSBOROUGH,-38.008946,145.16148
2607,GREATE11662,3171.0,SPRINGVALE,-37.969029,145.146441
2612,GREATE12282,3802.0,ENDEAVOUR HILLS ,-37.957819,145.237262
2617,GREATE11668,3173.0,KEYSBOROUGH,-37.994627,145.145307
2618,DANDEN11300,3175.0,DANDENONG,-37.970768,145.217505
2620,GREATE11666,3171.0,SPRINGVALE,-37.97299,145.149683
2630,GREATE11651,3174.0,NOBLE PARK,-37.966384,145.172978
2632,GREATE11656,3174.0,NOBLE PARK NORTH,-37.945829,145.219213
2633,GREATE11667,3171.0,SPRINGVALE,-37.943258,145.157616
2636,GREATE11646,3175.0,BANGHOLME,-38.056399,145.149068
2637,DAREBI11803,3072.0,PRESTON,-37.731075,145.037462
2638,DAREBI11798,3072.0,PRESTON,-37.754375,145.020615
2639,DAREBI11814,3072.0,PRESTON,-37.750068,145.029881
2640,DAREBI11817,3072.0,PRESTON,-37.74697,145.0205
2641,DAREBI11835,3070.0,NORTHCOTE,-37.769021,145.012581
2642,DAREBI11842,3073.0,RESERVOIR,-37.716632,145.018316
2643,DAREBI11847,3073.0,KEON PARK,-37.695615,145.012
2644,DAREBI11812,3073.0,RESERVOIR,-37.714426,144.993643
2645,DAREBI11795,3072.0,PRESTON,-37.749556,144.982529
2646,DAREBI11800,3070.0,NORTHCOTE,-37.782918,145.004754
2647,DAREBI11806,3073.0,RESERVOIR,-37.72203,144.997474
2648,DAREBI11822,3073.0,RESERVOIR,-37.69972,145.014616
2649,DAREBI11823,3073.0,RESERVOIR,-37.71701,144.993858
2650,DAREBI11825,3083.0,KINGSBURY,-37.712695,145.026415
2651,DAREBI11833,3070.0,NORTHCOTE,-37.769459,145.015537
2652,DAREBI11838,3078.0,FAIRFIELD,-37.773624,145.028359
2653,DAREBI11840,3072.0,PRESTON,-37.741399,145.001043
2654,DAREBI11843,3071.0,THORNBURY,-37.752729,144.996406
2655,DAREBI11846,3072.0,PRESTON,-37.741627,145.025251
2656,DAREBI11850,3072.0,WEST PRESTON,-37.748012,144.982024
2657,DAREBI11851,3072.0,PRESTON,-37.733472,145.023488
2658,DAREBI11808,3073.0,RESERVOIR,-37.721381,145.030317
2659,DAREBI11834,3070.0,NORTHCOTE,-37.772682,144.989516
2661,DAREBI11826,3083.0,KINGSBURY,-37.718987,145.034413
2662,DAREBI11827,3073.0,KEON PARK,-37.701083,145.020205
2663,DAREBI11292,3071.0,THORNBURY,-37.7595,145.0275
2664,DAREBI11796,3070.0,NORTHCOTE,-37.76716,145.002751
2668,DAREBI11837,3072.0,PRESTON,-37.74,145.008
2669,DAREBI11809,3071.0,THORNBURY,-37.764668,145.023188
2673,DAREBI11802,3083.0,BUNDOORA,-37.706831,145.049992
2674,DAREBI11804,3083.0,BUNDOORA,-37.722819,145.032694
2676,DAREBI11818,3072.0,PRESTON,-37.74866,145.020144
2677,DAREBI11819,3072.0,PRESTON,-37.741479,144.996053
2678,DAREBI11820,3071.0,THORNBURY,-37.757127,145.017878
2679,DAREBI11821,3073.0,RESERVOIR,-37.701694,145.019655
2683,DAREBI11830,3073.0,RESERVOIR,-37.697187,144.988672
2684,DAREBI11832,3071.0,THORNBURY,-37.758733,144.98685
2693,DAREBI5128,3073.0,PRESTON,-37.716296,145.017419
2701,DAREBI11801,3083.0,BUNDOORA,-37.705282,145.037219
2702,DAREBI11836,3071.0,THORNBURY,-37.758619,144.984296
2703,DAREBI11845,3083.0,BUNDOORA,-37.711376,145.058575
2706,DAREBI11502,3070.0,NORTHCOTE,,
2707,DAREBI11503,3070.0,NORTHCOTE,,
2708,DAREBI11829,3073.0,RESERVOIR,-37.721355,145.031251
2709,DAREBI11841,3073.0,RESERVOIR,-37.732892,145.037522
2710,DAREBI11807,3071.0,THORNBURY,-37.765386,145.022806
2711,DAREBI11813,3078.0,FAIRFIELD,-37.774821,145.018043
2712,DAREBI11824,3071.0,THORNBURY,-37.763128,145.024003
2713,DAREBI11828,3083.0,KINGSBURY,-37.715668,145.023492
2714,DAREBI11839,3073.0,RESERVOIR,-37.711894,144.993891
2715,DAREBI11848,3071.0,THORNBURY,-37.758906,144.998573
2719,DAREBI11831,3073.0,RESERVOIR,-37.711987,144.991767
2728,DAREBI11799,3073.0,RESERVOIR,-37.705333,144.981807
2731,DAREBI11810,3073.0,RESERVOIR,-37.702782,145.026796
2732,DAREBI11815,3072.0,PRESTON,-37.744019,145.009979
2745,DAREBI11797,3073.0,KEON PARK,-37.694323,145.014523
2746,DAREBI11811,3072.0,PRESTON,-37.731145,144.986893
2747,DAREBI11816,3073.0,RESERVOIR,-37.72533,145.005512
2754,DAREBI11844,3070.0,NORTHCOTE,-37.773851,144.996374
2755,DAREBI11805,3072.0,PRESTON,-37.748424,145.008709
2756,DAREBI11849,3071.0,THORNBURY,-37.763038,144.997151
2761,EASTGI11049,3875.0,BAIRNSDALE,-37.825706,147.608127
2762,EASTGI11006,3875.0,BAIRNSDALE,-37.824827,147.644696
2763,EASTGI10985,3880.0,PAYNESVILLE,-37.913402,147.715993
2764,EASTGI11000,3875.0,BAIRNSDALE,-37.832571,147.624434
2765,EASTGI10993,3900.0,BENAMBRA,-36.943801,147.699706
2766,EASTGI10996,3885.0,BRUTHEN,-37.711478,147.834179
2767,EASTGI10998,3885.0,BUCHAN,-37.497602,148.177282
2768,EASTGI11003,,ENSAY,-37.382802,147.822413
2769,EASTGI11015,3909.0,LAKES ENTRANCE,-37.877429,147.986805
2770,EASTGI11018,3865.0,LINDENOW,-37.802093,147.45433
2771,EASTGI11019,3875.0,LINDENOW SOUTH,-37.832682,147.430423
2772,EASTGI11020,3888.0,ORBOST,-37.711842,148.454979
2773,EASTGI11021,3875.0,LUCKNOW,-37.813354,147.649777
2774,EASTGI11031,3880.0,OMEO,-37.09448,147.597458
2775,EASTGI11043,3903.0,SWAN REACH,-37.824196,147.859134
2776,EASTGI11044,,SWIFT CREEK,-37.264747,147.71446
2778,EASTGI11050,3875.0,WY YUNG,-37.813509,147.619998
2779,EASTGI10986,3875.0,BAIRNSDALE,-37.826549,147.604779
2780,EASTGI11024,3892.0,MALLACOOTA,-37.559152,149.757183
2784,EASTGI10992,3875.0,LUCKNOW,-37.813354,147.649777
2787,EASTGI10990,3875.0,BAIRNSDALE,-37.828407,147.602438
2791,EASTGI11002,3890.0,CANN RIVER,-37.568276,149.153554
2792,EASTGI11007,,FERNBANK,-37.76428,147.349298
2793,EASTGI11004,3864.0,GLENALADALE,-37.765021,147.34846
2796,EASTGI11014,3909.0,LAKES ENTRANCE,-37.869671,147.998741
2801,EASTGI11030,3880.0,OMEO,-37.101116,147.594049
2803,EASTGI11036,3888.0,ORBOST,-37.70514,148.456701
2804,EASTGI11035,3888.0,ORBOST,-37.70333,148.467274
2805,EASTGI11039,,SARSFIELD,-37.755823,147.714143
2806,EASTGI11042,3909.0,LAKES ENTRANCE,-37.872286,148.012321
2810,EASTGI11038,3875.0,BAIRNSDALE,-37.823284,147.618016
2812,EASTGI5368,,BRIAGOLONG,-37.85195,147.0708
2813,EASTGI5417,,,-37.834514,147.91636
2814,EASTGI5369,,HEYFIELD,-37.984731,146.77953
2815,EASTGI5370,,MAFFRA,-37.940466,146.98166
2816,EASTGI5371,,STOCKDALE,-37.915628,147.18749
2817,EASTGI5374,,STRATFORD,-37.932696,147.06946
2818,EASTGI5372,,NEWRY,-37.906114,146.9088
2819,EASTGI5373,,STOCKDALE,-37.930117,147.09947
2820,EASTGI5375,,STRATFORD,-37.906114,146.9088
2821,EASTGI5376,,TINAMBA,-37.962877,146.89021
2822,EASTGI11323,3875.0,BAIRNSDALE,-37.844806,147.60074
2823,EASTGI10995,3909.0,LAKES ENTRANCE,,
2825,EASTGI11324,3875.0,BAIRNSDALE,-37.846852,147.604377
2827,EASTGI11326,3909.0,LAKES ENTRANCE,-37.873042,148.014808
2828,EASTGI11327,3892.0,MALLACOOTA,-37.546324,149.727052
2829,EASTGI11329,3886.0,NEWMERELLA,-37.741051,148.422395
2830,EASTGI11325,3890.0,NOORINBEE,-37.545737,149.1567
2831,EASTGI11328,3887.0,NOWA NOWA,-37.732743,148.093818
2833,EASTGI11001,3875.0,BAIRNSDALE,-37.826005,147.632559
2834,EASTGI11010,3909.0,LAKES ENTRANCE,-37.86699,148.005838
2835,EASTGI11047,3875.0,BAIRNSDALE,-37.826798,147.631458
2836,EASTGI11048,3875.0,BAIRNSDALE,-37.834674,147.59968
2837,EASTGI10987,3878.0,EAGLE POINT,-37.905553,147.685834
2838,EASTGI10999,3885.0,BUCHAN,-37.595255,148.132752
2839,EASTGI11005,3875.0,BAIRNSDALE,-37.801002,147.645942
2840,EASTGI11008,3904.0,METUNG,-37.877324,147.836201
2841,EASTGI11009,3909.0,LAKES ENTRANCE,-37.861394,148.003225
2842,EASTGI11012,3909.0,LAKES ENTRANCE,-37.870965,148.02273
2843,EASTGI11022,3892.0,MALLACOOTA,-37.57155,149.757379
2844,EASTGI11029,,OMEO,-37.073283,147.599398
2845,EASTGI11032,3888.0,ORBOST,-37.692833,148.47106
2846,EASTGI11041,3875.0,LINDENOW SOUTH,-37.835987,147.436402
2847,EASTGI11045,,TONGIO,-37.168582,147.785167
2848,EASTGI11454,3875.0,BROADLANDS,,
2849,EASTGI11033,3888.0,ORBOST,-37.694744,148.456223
2851,EASTGI11412,3885.0,BRUTHEN,-37.705793,147.829865
2853,EASTGI11410,3875.0,BAIRNSDALE,-37.825083,147.645043
2854,EASTGI11011,3909.0,LAKES ENTRANCE,-37.877429,147.986805
2855,EASTGI11017,3865.0,LINDENOW,-37.802093,147.45433
2857,EASTGI11028,3904.0,METUNG,-37.887726,147.856028
2858,EASTGI11034,3888.0,ORBOST,-37.70514,148.456701
2859,EASTGI10994,3880.0,PAYNESVILLE,-37.913402,147.715993
2861,EASTGI4269,,SWIFT CREEK,-37.265348,147.713269
2862,EASTGI11263,3875.0,BAIRNSDALE,-37.880607,147.57342
2863,EASTGI10988,3875.0,BAIRNSDALE,-37.880945,147.57411
2864,EASTGI11013,,LAKES ENTRANCE,-37.813385,147.962408
2881,EASTGI11233,3880.0,PAYNESVILLE,-37.919523,147.721797
2882,EASTGI11234,3904.0,METUNG,-37.888,147.857
2883,EASTGI11174,,BAIRNSDALE ,-37.879799,147.572411
2884,EASTGI11023,3892.0,MALLACOOTA,-37.596151,149.712521
2885,EASTGI11194,3888.0,ORBOST,-37.707314,148.500687
2886,EASTGI10991,3875.0,BAIRNSDALE,-37.825983,147.637142
2887,EASTGI10997,3885.0,BRUTHEN,-37.708095,147.82698
2888,EASTGI11040,3909.0,LAKES ENTRANCE,-37.881721,147.971398
2891,EASTGI11025,3892.0,MALLACOOTA,-37.570592,149.757468
2894,EASTGI11016,3909.0,LAKES ENTRANCE,-37.875184,147.995149
2896,EASTGI11218,3909.0,LAKES ENTRANCE,-37.882248,147.994512
2897,EASTGI11219,3892.0,MALLACOOTA,-37.56927,149.762007
2898,EASTGI11220,3850.0,SEASPRAY,-38.379671,147.187282
2899,EASTGI11221,3874.0,WOODSIDE BEACH,-38.551852,146.97757
2901,EASTGI10989,3875.0,BAIRNSDALE,-37.823284,147.618016
2903,EASTGI11026,3892.0,MALLACOOTA,-37.562064,149.753667
2904,EASTGI11037,3888.0,ORBOST,-37.70514,148.456701
2906,EASTGI11302,3888.0,ORBOST,-37.702613,148.467359
2923,EASTGI11027,3888.0,MARLO ,-37.796527,148.533857
2931,FRANKS11060,3198.0,SEAFORD,-38.119037,145.144
2932,FRANKS11000,3199.0,FRANKSTON,-38.145111,145.128132
2933,FRANKS11294,3199.0,FRANKSTON,-38.133,145.128
2934,FRANKS11039,3199.0,FRANSKTON SOUTH,-38.19338,145.142572
2935,FRANKS10995,3199.0,FRANKSTON,-38.15,145.159892
2936,FRANKS10986,3201.0,CARRUM DOWNS,-38.093897,145.183333
2937,FRANKS11052,3198.0,SEAFORD,-38.08706,145.132041
2938,FRANKS11016,3199.0,FRANKSTON,-38.150916,145.12153
2939,FRANKS11038,3199.0,FRANSKTON SOUTH,-38.172133,145.108548
2943,FRANKS11048,3198.0,SEAFORD,-38.105502,145.157131
2944,FRANKS10996,3199.0,FRANKSTON,-38.161909,145.13902
2945,FRANKS10988,3201.0,CARRUM DOWNS,-38.085777,145.188365
2946,FRANKS11050,3198.0,SEAFORD,-38.107996,145.141851
2947,FRANKS11028,3200.0,FRANKSTON NORTH,-38.124842,145.147295
2948,FRANKS10997,3199.0,FRANKSTON,-38.147882,145.119771
2949,FRANKS10998,3199.0,FRANKSTON,-38.151809,145.144051
2950,FRANKS11051,3198.0,SEAFORD,-38.120432,145.132293
2951,FRANKS11040,3910.0,LANGWARRIN,-38.148728,145.190692
2953,FRANKS11034,3199.0,FRANKSTON SOUTH,-38.18305,145.121642
2954,FRANKS11030,3200.0,FRANKSTON NORTH,-38.115639,145.15989
2955,FRANKS11053,3198.0,SEAFORD,-38.109326,145.128416
2957,FRANKS11035,3199.0,FRANKSTON SOUTH,-38.161161,145.127307
2958,FRANKS10987,3201.0,CARRUM DOWNS,-38.109486,145.174562
2959,FRANKS10999,3199.0,FRANKSTON,-38.174494,145.159577
2960,FRANKS11055,3198.0,SEAFORD,-38.120135,145.133833
2961,FRANKS11042,3910.0,LANGWARRIN,-38.158699,145.190719
2962,FRANKS11059,3198.0,SEAFORD,-38.117445,145.141387
2963,FRANKS11056,3198.0,SEAFORD,-38.091557,145.147673
2972,FRANKS11032,3199.0,FRANKSTON SOUTH,-38.161917,145.126653
2975,FRANKS11003,3199.0,FRANKSTON,-38.14059,145.14426
2983,FRANKS11054,3198.0,SEAFORD,-38.101721,145.12982
2985,FRANKS11065,3977.0,SKYE,-38.119555,145.219484
2987,FRANKS11001,3199.0,FRANKSTON,-38.144834,145.159766
2990,FRANKS11002,3199.0,FRANKSTON,-38.150344,145.123678
2992,FRANKS11330,3910.0,LANGWARRIN,-38.161417,145.197596
2993,FRANKS11024,3199.0,FRANKSTON,-38.141714,145.120857
2994,FRANKS11063,3198.0,SEAFORD,-38.100956,145.143005
2995,FRANKS11021,3199.0,FRANKSTON,,
2996,FRANKS11044,3910.0,LANGWARRIN,-38.146357,145.173758
2997,FRANKS11019,3199.0,FRANKSTON,-38.164002,145.137511
2998,FRANKS11026,3199.0,FRANKSTON,-38.146794,145.123932
2999,FRANKS11037,3199.0,FRANKSTON SOUTH,-38.183816,145.141077
3000,FRANKS11022,3199.0,FRANKSTON,-38.129461,145.129853
3002,FRANKS11027,3199.0,FRANKSTON,,
3003,FRANKS11018,3199.0,FRANKSTON,-38.151257,145.16653
3004,FRANKS11017,3199.0,FRANKSTON,,
3005,FRANKS11045,3910.0,LANGWARRIN,,
3006,FRANKS11020,3199.0,FRANKSTON,,
3007,FRANKS11023,3199.0,FRANKSTON,,
3008,FRANKS10993,3201.0,CARRUM DOWNS,,
3009,FRANKS11062,3198.0,SEAFORD,,
3010,FRANKS11046,3199.0,FRANKSTON,-38.15244,145.136785
3011,FRANKS11043,3910.0,LANGWARRIN,,
3012,FRANKS11064,3198.0,SEAFORD,,
3013,FRANKS11025,3199.0,FRANKSTON,-38.140634,145.124849
3014,FRANKS10992,3201.0,CARRUM DOWNS,,
3015,FRANKS11012,3199.0,FRANKSTON,-38.132541,145.175905
3016,FRANKS11015,3199.0,FRANKSTON,-38.170266,145.147855
3017,FRANKS11013,3199.0,FRANKSTON,-38.127406,145.137662
3018,FRANKS11014,3199.0,FRANKSTON,-38.131453,145.157446
3019,FRANKS11047,3977.0,SANDHURST,-38.078886,145.210718
3020,FRANKS11066,3977.0,SKYE,-38.117014,145.210521
3021,FRANKS11482,3910.0,LANGWARRIN,,
3022,FRANKS11458,3201.0,CARRUM DOWNS,,
3024,FRANKS11036,3199.0,FRANKSTON SOUTH,-38.176837,145.151124
3025,FRANKS10990,3201.0,CARRUM DOWNS,-38.085431,145.124043
3026,FRANKS11005,3199.0,FRANKSTON,-38.151589,145.124906
3027,FRANKS11004,3199.0,FRANKSTON,-38.150896,145.148176
3028,FRANKS11006,3199.0,FRANKSTON,-38.137466,145.156579
3031,FRANKS11057,3198.0,SEAFORD,-38.106392,145.156353
3032,FRANKS11033,3199.0,FRANKSTON SOUTH,-38.165625,145.104363
3039,FRANKS11235,3199.0,FRANKSTON,-38.145515,145.117278
3040,FRANKS10991,3201.0,CARRUM DOWNS,-38.080355,145.16559
3042,FRANKS10989,3201.0,CARRUM DOWNS,-38.105999,145.189722
3046,FRANKS11007,3199.0,FRANKSTON,-38.139322,145.175856
3048,FRANKS11041,3910.0,LANGWARRIN,-38.183784,145.17905
3049,FRANKS11029,3200.0,FRANKSTON NORTH,-38.120941,145.151443
3055,FRANKS11227,3199.0,FRANKSTON,-38.142608,145.118691
3056,FRANKS11230,3198.0,SEAFORD,-38.103277,145.124822
3057,FRANKS10985,3199.0,FRANKSTON,-38.153112,145.146219
3059,FRANKS5645,,,-38.145,145.128
3060,FRANKS11031,3200.0,FRANKSTON NORTH,-38.123694,145.150925
3063,FRANKS11061,3198.0,SEAFORD,-38.106383,145.151511
3066,FRANKS11049,3198.0,SEAFORD,-38.096677,145.131869
3067,FRANKS11011,3199.0,FRANKSTON,-38.133495,145.176479
3068,FRANKS11009,3199.0,FRANKSTON,-38.150096,145.12636
3069,FRANKS11058,3198.0,SEAFORD,-38.118932,145.127192
3070,FRANKS11008,3199.0,FRANKSTON,-38.14392,145.162035
3072,FRANKS11010,3199.0,FRANKSTON,-38.129326,145.12365
3078,GANNAW8834,3568.0,COHUNA,-35.804805,144.224685
3080,GANNAW8853,3542.0,LALBERT,-35.671546,143.377801
3081,GANNAW8854,3567.0,LEITCHVILLE,-35.905244,144.298088
3082,GANNAW8858,3579.0,MACORNA,-35.923852,144.030377
3083,GANNAW8861,3579.0,MURRABIT,-35.529797,143.953591
3084,GANNAW8867,3540.0,QUAMBATOOK,-35.850956,143.526378
3085,GANNAW8846,3579.0,KERANG,-35.731567,143.911641
3086,GANNAW11012,3579.0,WANDELLA,-35.749376,143.852395
3087,GANNAW8838,3568.0,COHUNA,-35.811551,144.22459
3088,GANNAW8864,3579.0,KERANG,-35.851678,143.52531
3092,GANNAW8848,3580.0,KOONDROOK,-35.638772,144.123538
3097,GANNAW8862,3579.0,MYSTIC PARK,-35.555302,143.724847
3102,GANNAW11000,3579.0,KERANG,-35.731466,143.924953
3105,GANNAW10998,3568.0,COHUNA,-35.811695,144.211389
3107,GANNAW8839,3568.0,COHUNA,-35.771471,144.224064
3108,GANNAW8844,3579.0,KERANG,-35.739906,143.939889
3109,GANNAW8852,3542.0,LALBERT,-35.673197,143.353849
3110,GANNAW8859,3579.0,MURRABIT,-35.532713,143.955104
3114,GANNAW8847,,LAKE CHARM,-35.604117,143.818022
3115,GANNAW8837,3568.0,COHUNA,-35.806935,144.221737
3117,GANNAW8841,3579.0,KERANG,-35.736392,143.91673
3119,GANNAW8857,3567.0,LEITCHVILLE,-35.90439,144.299676
3120,GANNAW8865,3540.0,QUAMBATOOK,-35.849808,143.523803
3121,GANNAW11025,3579.0,KERANG,-35.736224,143.915086
3132,GANNAW11185,3579.0,KERANG,-35.729994,143.908646
3133,GANNAW11001,3579.0,KERANG,-35.7346,143.8671
3134,GANNAW11179,3568.0,COHUNA,-35.800406,144.228074
3137,GANNAW5600,3568.0,COHUNA,-35.804,144.227
3138,GANNAW8835,3568.0,COHUNA,-35.807018,144.221199
3139,GANNAW8842,3579.0,KERANG,-35.733526,143.915405
3140,GANNAW8849,3580.0,KOONDROOK,-35.642613,144.12885
3141,GANNAW8856,3567.0,LEITCHVILLE,-35.90351,144.301495
3142,GANNAW8843,3579.0,KERANG,-35.722491,143.926195
3143,GANNAW8863,3540.0,QUAMBATOOK,-35.850912,143.523524
3144,GANNAW11015,3579.0,BEAUCHAMP,-35.612593,143.598219
3145,GANNAW8836,3568.0,COHUNA,-35.805962,144.221006
3147,GANNAW8845,3579.0,KERANG,-35.735695,143.912832
3149,GANNAW8850,3580.0,KOONDROOK,-35.64245,144.129311
3150,GANNAW8840,3568.0,GANNAWARRA,-35.73387,144.13375
3151,GANNAW8851,3581.0,LAKE CHARM,-35.609355,143.811479
3152,GANNAW11033,3579.0,LAKE MERAN,-35.867362,143.803305
3154,GANNAW8855,3567.0,LEITCHVILLE,-35.904711,144.299298
3155,GANNAW8860,3579.0,MURRABIT,-35.529155,143.952389
3158,GANNAW8866,3540.0,QUAMBATOOK,-35.85046,143.523803
3159,GANNAW11011,3579.0,SANDHILL LAKE,-35.734382,143.688062
3160,GANNAW11002,3579.0,KERANG,-35.725685,143.917331
3161,GANNAW11024,3568.0,COHUNA,-35.58269,143.768004
3163,GANNAW11032,3579.0,LAKE MERAN,-35.868962,143.806
3164,GREATE10995,3227.0,BARWON HEADS,-38.273168,144.493427
3165,GREATE11069,3215.0,HAMLYN HEIGHTS,-38.124723,144.331665
3166,GREATE11115,3216.0,GROVEDALE,-38.197257,144.323771
3167,GREATE11152,3216.0,WAURN PONDS,-38.207364,144.279841
3168,GREATE10986,3214.0,CORIO,-38.056123,144.313125
3169,GREATE10996,3227.0,BARWON HEADS,-38.273168,144.493427
3170,GREATE11066,3214.0,CORIO,-38.078959,144.353257
3171,GREATE11081,3220.0,SOUTH GEELONG,-38.16615,144.35901
