,Facility ID,Pcode,Suburb/Town,Latitude,Longitude
7201,NILLUM4264,3099.0,HURSTBRIDGE  ,-37.639705,145.189896
7202,NILLUM5594,3095.0,RESEARCH,-37.703783,145.178064
7207,NILLUM11028,3095.0,ELTHAM,-37.719712,145.143718
7208,NILLUM11271,3775.0,CHRISTMAS HILLS,-37.665962,145.310984
7209,NILLUM11180,3091.0,YARRAMBAT,-37.620058,145.129313
7211,NILLUM5592,3089.0,DIAMOND CREEK,-37.672155,145.156475
7212,NILLUM11045,3095.0,ELTHAM,-37.718085,145.142285
7213,NILLUM5595,3099.0,HURSTBRIDGE,-37.636015,145.193073
7219,NILLUM11035,3089.0,DIAMOND CREEK,-37.672086,145.157212
7224,NILLUM11048,3099.0,HURSTBRIDGE  ,-37.636573,145.19418
7225,NILLUM5596,3097.0,KANGAROO GROUND,-37.690722,145.215297
7226,NILLUM5597,3759.0,PANTON HILL,-37.643022,145.240376
7227,NILLUM11051,3089.0,DIAMOND CREEK,-37.677295,145.163967
7233,NILLUM11056,3761.0,ST ANDREWS,-37.602939,145.26823
7235,NILLUM5598,3089.0,DIAMOND CREEK,-37.679611,145.149502
7236,NILLUM5599,3096.0,WATTLE GLEN,-37.667966,145.184953
7239,NORTHE12637,3380.0,STAWELL,-37.050796,142.776003
7240,NORTHE12623,3380.0,STAWELL,-37.058645,142.774093
7241,NORTHE12626,3374.0,GREAT WESTERN,-37.152484,142.851476
7242,NORTHE12629,3381.0,HALLS GAP,-37.135306,142.51992
7243,NORTHE12633,3478.0,ST ARNAUD,-36.610893,143.26076
7244,NORTHE12634,3387.0,MARNOO,-36.671694,142.867216
7245,NORTHE12636,3384.0,NAVARRE,-36.897392,143.111419
7247,NORTHE12647,3478.0,STUART MILL,-36.805591,143.287656
7248,NORTHE12646,3380.0,STAWELL,-37.051903,142.778398
7249,NORTHE12641,3478.0,ST ARNAUD,-36.619038,143.252389
7254,NORTHE12632,3478.0,ST ARNAUD,-36.620658,143.260818
7259,NORTHE12638,3380.0,STAWELL,-37.070417,142.764891
7260,NORTHE12650,3480.0,RICH AVON WEST,-36.486251,142.886134
7263,NORTHE5319,,STAWELL,-37.95,144.9
7264,NORTHE5129,3400.0,STAWELL,-36.718631,142.205972
7265,NORTHE11422,3477.0,ST ARNAUD,-36.619955,143.274749
7266,NORTHE11423,3380.0,STAWELL,-37.063159,142.806567
7267,NORTHE12624,3385.0,GLENORCHY,-36.901924,142.656634
7268,NORTHE12625,3380.0,STAWELL,-37.099027,142.791503
7269,NORTHE12628,3381.0,HALLS GAP,-37.108941,142.540227
7270,NORTHE12640,3478.0,ST ARNAUD,-36.582272,143.242749
7271,NORTHE12645,3380.0,STAWELL,-37.036343,142.784304
7272,NORTHE12648,3384.0,WALLALOO,-36.739763,142.89961
7273,NORTHE11515,3380.0,STAWELL,,
7276,NORTHE12639,3478.0,ST ARNAUD,-36.618355,143.258765
7279,NORTHE12644,3380.0,STAWELL,-37.059829,142.775933
7289,NORTHE11272,3381.0,POMONAL,-37.13809,142.62483
7292,NORTHE12630,3381.0,HALLS GAP,-37.139595,142.518042
7293,NORTHE12635,3387.0,MARNOO,-36.676233,142.869874
7294,NORTHE12643,3478.0,ST ARNAUD,-36.613692,143.259629
7296,NORTHE12649,3388.0,BANYENA,-36.571091,142.821113
7297,NORTHE12622,3381.0,CAMPBELLS BRIDGE,-36.915774,142.787149
7298,NORTHE12627,3374.0,GREAT WESTERN,-37.153843,142.856078
7299,NORTHE12631,3381.0,HALLS GAP,-37.137946,142.517327
7303,NORTHE12642,3478.0,ST ARNAUD,-36.624219,143.264604
7305,PORTPH12157,3206.0,ALBERT PARK,-37.840445,144.964961
7306,PORTPH12154,3206.0,ALBERT PARK,-37.850701,144.970472
7307,PORTPH12163,3184.0,ELWOOD,-37.889417,144.986586
7308,PORTPH12165,3207.0,PORT MELBOURNE,-37.833176,144.929121
7309,PORTPH12160,3206.0,ALBERT PARK,-37.855918,144.979992
7310,PORTPH12166,3207.0,PORT MELBOURNE,-37.830887,144.941934
7311,PORTPH12175,3182.0,ST KILDA  ,-37.870111,144.978461
7312,PORTPH12156,3206.0,ALBERT PARK,-37.842948,144.960718
7316,PORTPH12164,3207.0,PORT MELBOURNE,-37.837687,144.922502
7318,PORTPH12173,3182.0,ST KILDA,-37.865218,144.989122
7322,PORTPH12159,3206.0,ALBERT PARK,-37.845315,144.977688
7323,PORTPH12176,3182.0,ST KILDA EAST,-37.860199,144.995726
7328,PORTPH12168,3207.0,PORT MELBOURNE,-37.841252,144.944057
7336,PORTPH12161,3206.0,ALBERT PARK,-37.847567,144.975537
7337,PORTPH11508,3207.0,PORT MELBOURNE,,
7338,PORTPH11509,3207.0,PORT MELBOURNE,,
7340,PORTPH11298,3207.0,PORT MELBOURNE,-37.834444,144.914699
7342,PORTPH12162,3206.0,ALBERT PARK ,-37.839581,144.95372
7343,PORTPH11408,3206.0,MIDDLE PARK,-37.848568,144.964629
7344,PORTPH12167,3207.0,PORT MELBOURNE,-37.83479,144.943766
7345,PORTPH12174,3182.0,ST KILDA,-37.858762,144.978349
7347,PORTPH12155,3206.0,ALBERT PARK,-37.850701,144.970472
7348,PORTPH11273,3205.0,SOUTH MELBOURNE,-37.840991,144.967123
7349,PORTPH11274,3205.0,SOUTH MELBOURNE,-37.839805,144.967048
7350,PORTPH11275,3184.0,ELWOOD,-37.888376,144.982794
7351,PORTPH11276,3207.0,PORT MELBOURNE,-37.84359,144.937312
7352,PORTPH11277,3182.0,STKILDA,-37.863899,144.970715
7353,PORTPH12169,3207.0,PORT MELBOURNE,-37.837841,144.937104
7362,PORTPH11243,3184.0,ELWOOD,-37.889075,144.983999
7363,PORTPH11246,3207.0,PORT MELBOURNE,-37.845108,144.942028
7364,PORTPH11247,3207.0,PORT MELBOURNE,-37.839712,144.916893
7365,PORTPH11249,3206.0,ALBERT PARK,-37.847119,144.946524
7366,PORTPH11250,3182.0,ST KILDA,-37.86792,144.974561
7369,PORTPH11301,3206.0,ALBERT PARK,-37.846266,144.964973
7372,PORTPH12158,3206.0,ALBERT PARK,-37.839581,144.95372
7377,PORTPH12170,3207.0,PORT MELBOURNE,-37.837237,144.935247
7381,PYRENE11080,3468.0,AMPHITHEATRE,-37.184543,143.398223
7382,PYRENE11073,3467.0,AVOCA,-37.086447,143.469487
7383,PYRENE11082,3361.0,CARRANBALLAC,-37.700479,143.162085
7384,PYRENE11079,3373.0,BEAUFORT,-37.440077,143.381323
7385,PYRENE11084,3384.0,LANDSBOROUGH,-37.007477,143.136947
7386,PYRENE11085,3352.0,LEXTON,-37.288548,143.516641
7387,PYRENE11087,3478.0,MOONAMBEL,-36.990762,143.335892
7388,PYRENE11089,3465.0,NATTE YALLOCK,-36.937504,143.470132
7389,PYRENE11090,3351.0,SNAKE VALLEY,-37.610484,143.575912
7390,PYRENE11093,3352.0,WAUBRA,-37.356232,143.63482
7391,PYRENE11078,3373.0,BEAUFORT,-37.437786,143.377437
7401,PYRENE11380,3373.0,RAGLAN,-37.364075,143.348051
7402,PYRENE11076,3467.0,AVOCA,-37.094176,143.472105
7404,PYRENE11086,3352.0,LEXTON,-37.288048,143.518499
7405,PYRENE11091,3351.0,SNAKE VALLEY,-37.60158,143.554237
7406,PYRENE11074,3467.0,AVOCA,-37.092271,143.47365
7408,PYRENE11083,3384.0,LANDSBOROUGH,-37.008863,143.133602
7409,PYRENE11092,3352.0,WAUBRA,-37.355317,143.633567
7416,PYRENE11077,3467.0,AVOCA,-37.091083,143.475855
7417,PYRENE11081,3373.0,BEAUFORT,-37.432352,143.385745
7418,PYRENE11304,3373.0,BEAUFORT,-37.428655,143.384154
7421,PYRENE11075,3467.0,AVOCA,-37.091737,143.473221
7425,PYRENE11088,3478.0,MOONAMBEL,-36.987656,143.317013
7427,SHEPPA11339,3631.0,CANIAMBO,-36.470908,145.630164
7428,GREATE12090,3630.0,SHEPPARTON,-36.381117,145.403295
7429,GREATE12091,3630.0,SHEPPARTON,-36.386626,145.39527
7430,GREATE12097,3630.0,SHEPPARTON,-36.380726,145.397949
7431,GREATE12100,3630.0,SHEPPARTON,-36.379884,145.398348
7432,GREATE12106,3630.0,SHEPPARTON,-36.382825,145.408948
7433,GREATE12108,3629.0,MOOROOPNA,-36.393783,145.359989
7434,GREATE12121,3629.0,MOOROOPNA,-36.394237,145.358226
7435,GREATE12134,3631.0,KIALLA,-36.415813,145.400183
7436,GREATE12140,3630.0,SHEPPARTON,-36.348538,145.401354
7437,GREATE12153,3616.0,TATURA,-36.447275,145.233427
7438,GREATE12159,3631.0,KIALLA,-36.415198,145.39133
7439,GREATE12111,3630.0,SHEPPARTON,-36.354723,145.395638
7440,GREATE12092,3629.0,ARDMONA,-36.384564,145.299035
7441,GREATE12094,3631.0,SHEPPARTON EAST,-36.409459,145.463055
7442,GREATE12096,3633.0,CONGUPNA,-36.298038,145.434619
7443,GREATE12101,3630.0,SHEPPARTON,-36.377423,145.407617
7444,GREATE12104,3646.0,DOOKIE,-36.332725,145.683968
7445,GREATE12107,3616.0,TATURA,-36.447021,145.22841
7447,GREATE12113,3634.0,KATANDRA WEST,-36.229248,145.559804
7448,GREATE12117,3631.0,KIALLA,-36.420526,145.388256
7449,GREATE12118,3631.0,KIALLA WEST,-36.468065,145.385877
7450,GREATE12125,3620.0,MERRIGUM,-36.371482,145.128197
7451,GREATE12131,3629.0,MOOROOPNA,-36.393607,145.351019
7452,GREATE12137,3610.0,MURCHISON,-36.603544,145.218705
7453,GREATE12142,3630.0,SHEPPARTON,-36.376477,145.393905
7454,GREATE12143,3630.0,SHEPPARTON,-36.353375,145.398824
7455,GREATE12151,3634.0,TALLYGAROOPNA,-36.240873,145.437377
7456,GREATE12155,3616.0,TATURA,-36.445299,145.234375
7457,GREATE12160,3629.0,UNDERA,-36.276519,145.217443
7458,GREATE12161,3630.0,SHEPPARTON,-36.401822,145.407703
7459,GREATE12150,3630.0,SHEPPARTON,-36.355829,145.400466
7460,GREATE12156,3616.0,TATURA,-36.4472,145.22856
7461,GREATE12120,3631.0,LEMNOS,-36.357108,145.462528
7465,GREATE12144,3630.0,SHEPPARTON,-36.387089,145.397197
7466,GREATE12163,3629.0,MOOROOPNA,-36.395121,145.353345
7467,GREATE12164,3616.0,TATURA,-36.441137,145.232794
7471,GREATE12098,3616.0,COOMA,-36.416006,145.069703
7474,GREATE12102,3610.0,DHURRINGILE,-36.543393,145.238622
7488,GREATE12158,3614.0,TOOLAMBA,-36.492604,145.343193
7490,GREATE12162,3630.0,SHEPPARTON,-36.386941,145.406273
7491,GREATE12122,3630.0,SHEPPARTON,-36.364676,145.429329
7492,GREATE12129,3629.0,MOOROOPNA,-36.3625,145.341
7494,GREATE12149,3630.0,SHEPPARTON,-36.385909,145.397486
7495,SHEPPA5284,,DOOKIE,-36.3502,145.77581
7497,SHEPPA5432,,,-36.361639,145.69313
7510,GREATE12099,3631.0,COSGROVE,-36.346272,145.620153
7511,GREATE12110,3616.0,TATURA,-36.433082,145.235821
7512,GREATE12116,3631.0,KIALLA,-36.4719,145.428811
7513,GREATE12124,3620.0,MERRIGUM,-36.367754,145.145191
7514,GREATE12128,3629.0,MOOROOPNA,-36.388822,145.362491
7515,GREATE12136,3610.0,MURCHISON EAST,-36.617511,145.267837
7516,GREATE12145,3630.0,SHEPPARTON,-36.35703,145.367126
7517,GREATE12132,3629.0,MOOROOPNA,-36.39351,145.353443
7518,SHEPPA11514,3630.0,SHEPPARTON,,
7520,GREATE12103,3646.0,DOOKIE,-36.327867,145.68373
7521,GREATE12105,3630.0,SHEPPARTON,-36.38942,145.427425
7523,GREATE12114,3634.0,KATANDRA WEST,-36.229028,145.559168
7524,GREATE12123,3620.0,MERRIGUM,-36.37184,145.126856
7525,GREATE12127,3629.0,MOOROOPNA,-36.393169,145.355021
7527,GREATE12135,3610.0,MURCHISON,-36.619555,145.217022
7529,GREATE12148,3631.0,KIALLA,-36.419593,145.387378
7532,GREATE12152,3616.0,TATURA,-36.4443,145.231294
7533,GREATE12109,3630.0,SHEPPARTON,-36.384341,145.413429
7534,SHEPPA11271,,MOOROOPNA,-36.351753,145.343069
7555,GREATE12141,3631.0,PINE LODGE,-36.364212,145.541159
7556,SHEPPA11198,3631.0,PINE LODGE,-36.363282,145.541324
7561,GREATE12095,3630.0,SHEPPARTON,-36.3643,145.393259
7568,GREATE12126,3620.0,MERRIGUM,-36.372121,145.130585
7569,GREATE12133,3629.0,MOOROOPNA,-36.390984,145.359199
7570,GREATE12138,3610.0,MURCHISON,-36.617441,145.219765
7571,GREATE12157,3616.0,TATURA,-36.444266,145.231964
7574,GREATE12119,3630.0,SHEPPARTON,-36.40232,145.461921
7575,GREATE12093,3634.0,BUNBARTHA,-36.219633,145.342788
7581,GREATE12112,3631.0,KARRAMOMUS,-36.526845,145.477854
7583,GREATE12115,3631.0,KIALLA,-36.442108,145.429699
7588,GREATE12130,3629.0,MOOROOPNA,-36.392443,145.354093
7590,GREATE12139,3610.0,MURCHISON,-36.610251,145.21602
7592,GREATE12146,3630.0,SHEPPARTON,-36.38524,145.396
7594,GREATE12147,3630.0,SHEPPARTON,-36.324432,145.397336
7596,GREATE12154,3616.0,TATURA,-36.445206,145.231374
7602,SOUTHG12415,3956.0,MEENIYAN,-38.575706,146.010378
7603,SOUTHG12430,3960.0,FOSTER,-38.656528,146.205701
7604,SOUTHG12406,3950.0,KORUMBURRA,-38.427697,145.818419
7605,SOUTHG12410,3953.0,LEONGATHA,-38.468655,145.947975
7607,SOUTHG12418,3871.0,MIRBOO NORTH,-38.399165,146.165864
7608,SOUTHG12423,3987.0,NYORA,-38.336514,145.677085
7609,SOUTHG12426,3988.0,POOWONG  ,-38.341154,145.763878
7610,SOUTHG12431,3957.0,STONY CREEK,-38.582557,146.046759
7611,SOUTHG12432,3956.0,TARWIN LOWER,-38.705964,145.866665
7612,SOUTHG12433,3959.0,FISH CREEK,-38.690776,146.082937
7613,SOUTHG12436,3962.0,TOORA,-38.675102,146.326669
7614,SOUTHG12429,3953.0,LEONGATHA,-38.468655,145.947975
7615,SOUTHG12395,3966.0,WELSHPOOL,-38.671795,146.444822
7617,SOUTHG12456,3950.0,KORUMBURRA,-38.428858,145.820018
7619,SOUTHG12457,3956.0,MEENIYAN,-38.579182,146.014598
7620,SOUTHG12419,3871.0,MIRBOO NORTH,-38.401961,146.146844
7621,SOUTHG12450,3988.0,POOWONG,-38.3422,145.764164
7624,SOUTHG12397,3959.0,FISH CREEK,-38.696462,146.087684
7625,SOUTHG12445,3956.0,DUMBALK,-38.534442,146.10029
7626,SOUTHG12399,3960.0,FOSTER,-38.657198,146.197303
7628,SOUTHG12402,3954.0,KOONWARRA,-38.547939,145.951952
7629,SOUTHG12405,3950.0,KORUMBURRA,-38.436444,145.83264
7630,SOUTHG12453,3953.0,LEONGATHA,-38.477808,145.964063
7632,SOUTHG12412,3945.0,LOCH,-38.368236,145.712552
7633,SOUTHG12413,3953.0,LEONGATHA,-38.467055,145.964642
7637,SOUTHG12421,3871.0,MIRBOO  ,-38.470554,146.210329
7638,SOUTHG12422,3953.0,NERRENA,-38.508835,145.998982
7640,SOUTHG12424,3951.0,OUTTRIM,-38.508744,145.769175
7644,SOUTHG12403,3950.0,KORUMBURRA,-38.429165,145.819467
7646,SOUTHG5349,,LEONGATHA,-38.467736,145.95008
7648,SOUTHG5350,,LEONGATHA,-38.457137,145.98823
7649,SOUTHG5351,,LEONGATHA,-38.529502,145.87604
7650,SOUTHG5354,,VENUS BAY,-37.95,144.9
7651,SOUTHG12448,3960.0,BENNISON,-38.663168,146.266183
7653,SOUTHG11381,3950.0,KORUMBURRA,-38.42603,145.817293
7654,SOUTHG12454,3953.0,LEONGATHA,-38.46876,145.954273
7656,SOUTHG12452,3987.0,NYORA,-38.328961,145.669306
7659,SOUTHG12440,3953.0,LEONGATHA,-38.478084,145.943859
7662,SOUTHG12404,3950.0,KORUMBURRA,-38.409432,145.816973
7663,SOUTHG12409,3953.0,LEONGATHA,-38.5744,145.854144
7664,SOUTHG12414,3956.0,MEENIYAN,-38.607457,146.020978
7665,SOUTHG12417,3871.0,MIRBOO NORTH,-38.394328,146.172258
7666,SOUTHG12438,3966.0,WELSHPOOL,-38.671795,146.444822
7667,SOUTHG12439,3953.0,LEONGATHA,-38.468655,145.947975
7668,SOUTHG11483,3953.0,LEONGATHA,,
7669,SOUTHG12398,3960.0,FOSTER,-38.655309,146.204033
7671,SOUTHG12408,3953.0,LEONGATHA,-38.473041,145.946287
7672,SOUTHG12411,3945.0,LOCH,-38.370392,145.706962
7674,SOUTHG12416,3871.0,MIRBOO NORTH,-38.398134,146.147992
7675,SOUTHG12427,3965.0,PORT WELSHPOOL,-38.699251,146.450979
7678,SOUTHG12435,3962.0,TOORA,-38.66675,146.324797
7679,SOUTHG12442,3960.0,YANAKIE,-38.75773,146.138532
7680,SOUTHG12459,,OUTRIM,-38.510808,145.777722
7684,SOUTHG12455,3950.0,KORUMBURRA,-38.427384,145.830412
7695,SOUTHG12441,3950.0,KORUMBURRA,-38.450505,145.845907
7697,SOUTHG11195,3951.0,OUTTRIM,-38.510712,145.768947
7699,SOUTHG11197,3851.0,LONGFORD,-38.204192,147.058671
7700,SOUTHG11199,3956.0,TARWIN LOWER,-38.679055,145.853275
7710,SOUTHG11209,3956.0,VENUS BAY,-38.705007,145.812966
7711,SOUTHG11210,3191.0,SANDY POINT,-38.831638,146.124327
7713,SOUTHG12458,3950.0,KORUMBURRA,-38.433065,145.819046
7715,SOUTHG12420,3871.0,MIRBOO NORTH,-38.39637,146.154977
7716,SOUTHG12425,3988.0,POOWONG ,-38.341154,145.763878
7718,SOUTHG12437,3963.0,TOORA,-38.66444,146.328509
7720,SOUTHG12451,3959.0,FISH CREEK,-38.690735,146.082463
7721,SOUTHG12396,3946.0,BENA,-38.409845,145.76183
7722,SOUTHG12449,3958.0,BUFFALO,-38.653527,146.030378
7723,SOUTHG12444,,DUMBALK NORTH,-38.507054,146.171301
7725,SOUTHG12400,3960.0,FOSTER,-38.654526,146.1999
7726,SOUTHG12401,3951.0,KONGWAK,-38.51536,145.711869
7729,SOUTHG12407,3960.0,YANAKIE,-38.811405,146.203368
7730,SOUTHG12446,3953.0,LEONGATHA NORTH,-38.419665,145.961775
7733,SOUTHG12434,3952.0,MARDEN,-38.47559,146.112115
7740,SOUTHG12428,3965.0,PORT WELSHPOOL,-38.69476,146.465142
7741,SOUTHG12447,3959.0,SANY POINT,-38.829597,146.12504
7742,SOUTHG12443,3956.0,TARWIN LOWER,-38.700729,145.86903
7745,SOUTHE11413,3300.0,HAMILTON ,-37.754774,142.031503
7746,SOUTHE11386,3407.0,BALMORAL,-37.244171,141.834981
7747,SOUTHE11389,3302.0,BRANXHOLME,-37.858661,141.801988
7748,SOUTHE11391,3314.0,CAVENDISH,-37.521548,142.044052
7749,SOUTHE11392,3315.0,COLERAINE ,-37.595064,141.690809
7750,SOUTHE11396,3294.0,DUNKELD,-37.653317,142.337842
7751,SOUTHE11399,3293.0,GLENTHOMPSON,-37.64134,142.54452
7752,SOUTHE11408,3300.0,HAMILTON ,-37.735143,142.023488
7753,SOUTHE11411,3300.0,HAMILTON ,-37.740507,142.022362
7755,SOUTHE11417,3300.0,HAMILTON ,-37.725572,142.029268
7756,SOUTHE11418,3289.0,PENSHURST,-37.870832,142.299964
7757,SOUTHE11419,3289.0,PENSHURST,-37.872627,142.291376
7758,SOUTHE5123,3300.0,HAMILTON,-37.724489,142.030213
7759,SOUTHE11406,3300.0,HAMILTON ,-37.732146,142.017872
7762,SOUTHE11390,3301.0,BYADUK,-37.950767,141.955349
7766,SOUTHE11410,3300.0,HAMILTON ,-37.750587,142.023727
7772,SOUTHE11420,3407.0,PIGEON PONDS,-37.297169,141.666408
7773,SOUTHE11421,3301.0,TARRINGTON,-37.765747,142.097972
7774,SOUTHE11404,3300.0,HAMILTON ,-37.748843,142.023504
7775,SOUTHE11382,3315.0,COLERAINE,-37.594124,141.67946
7776,SOUTHE11383,3294.0,DUNKELD,-37.63943,142.347617
7777,SOUTHE4908,3300.0,YULECART,-37.74651,141.9412
7779,SOUTHE11423,3300.0,HAMILTON ,,
7780,SOUTHE11385,3407.0,BALMORAL,-37.240902,141.872796
7781,SOUTHE11393,3315.0,COLERAINE ,-37.605363,141.708023
7782,SOUTHE11401,3294.0,DUNKELD,-37.602458,142.325064
7783,SOUTHE11405,3300.0,HAMILTON ,-37.746004,142.040067
7784,SOUTHE11414,3314.0,MOORALLA,-37.376584,142.161619
7785,SOUTHE11415,3300.0,HAMILTON ,-37.725596,142.035035
7786,SOUTHE11473,3300.0,HAMILTON,,
7789,SOUTHE11384,3407.0,BALMORAL,-37.248496,141.841696
7790,SOUTHE11388,3302.0,BRANXHOLME,-37.857619,141.796978
7792,SOUTHE4907,3294.0,DUNKELD,-37.650623,142.343373
7793,SOUTHE11402,3300.0,HAMILTON ,-37.733727,142.031707
7794,SOUTHE11403,3300.0,HAMILTON ,-37.743775,142.020642
7799,SOUTHE11395,3315.0,COLERAINE ,-37.596997,141.695229
7804,SOUTHE11183,3300.0,HAMILTON,-37.659988,141.962821
7808,SOUTHE11387,3407.0,BALMORAL,-37.24556,141.838156
7809,SOUTHE11394,3315.0,COLERAINE ,-37.600901,141.68755
7810,SOUTHE11397,3294.0,DUNKELD,-37.650028,142.342402
7811,SOUTHE11400,3293.0,GLENTHOMPSON,-37.636165,142.548101
7813,SOUTHE11407,3300.0,HAMILTON ,-37.742253,142.017282
7821,SOUTHE11398,3294.0,DUNKELD,-37.650028,142.342402
7823,SOUTHE11409,3300.0,HAMILTON ,-37.741744,142.03949
7825,SOUTHE11412,3294.0,MIRRANATWA,-37.406062,142.399231
7826,SOUTHE11416,3300.0,HAMILTON ,-37.732184,142.025787
7832,SOUTHE11422,3315.0,WOOTONG VALE,-37.53207,141.681855
7833,STONNI11943,3144.0,KOOYONG,-37.840287,145.037516
7834,STONNI11925,3145.0,EAST MALVERN,-37.869781,145.065603
7835,STONNI11960,3141.0,SOUTH YARRA,-37.835668,145.00395
7836,STONNI11926,3145.0,EAST MALVERN,-37.869781,145.065603
7837,STONNI11959,3141.0,SOUTH YARRA,-37.835616,144.994088
7838,STONNI11944,3144.0,KOOYONG,-37.840013,145.037516
7839,STONNI11927,3145.0,EAST MALVERN,-37.869781,145.065603
7840,STONNI11938,3146.0,GLEN IRIS,-37.86132,145.060925
7841,STONNI11921,3143.0,ARMADALE,-37.852653,145.012601
7842,STONNI11924,3145.0,EAST MALVERN,-37.878145,145.068868
7843,STONNI11945,3144.0,KOOYONG,-37.838586,145.035486
7844,STONNI11954,3181.0,PRAHRAN,-37.849669,145.010181
7845,STONNI11928,3145.0,EAST MALVERN,-37.870796,145.037935
7846,STONNI11956,3181.0,PRAHRAN,-37.848235,144.995407
7847,STONNI11961,3141.0,SOUTH YARRA,-37.836983,144.995195
7849,STONNI11930,3145.0,EAST MALVERN,-37.865966,145.048626
7852,STONNI11950,3144.0,MALVERN,-37.851236,145.049018
7853,STONNI11949,3144.0,MALVERN,-37.856137,145.031156
7855,STONNI11955,3181.0,PRAHRAN,-37.850685,145.010882
7856,STONNI11929,3145.0,EAST MALVERN,-37.882645,145.080485
7860,STONNI11952,3144.0,MALVERN,-37.845366,145.03598
7864,STONNI11922,3143.0,ARMADALE,-37.853082,145.014303
7865,STONNI11948,3144.0,KOOYONG,-37.838133,145.033506
7867,STONNI11978,3142.0,TOORAK,-37.841618,145.009214
7868,STONNI11976,3181.0,PRAHRAN,-37.848477,145.005189
7869,STONNI11971,3141.0,SOUTH YARRA,-37.845225,144.99467
7870,STONNI11974,3142.0,TOORAK,-37.840872,145.009989
7871,STONNI11975,3142.0,TOORAK,,
7872,STONNI11970,3181.0,PRAHRAN,,
7873,STONNI11984,3143.0,ARMADALE,,
7874,STONNI11983,3146.0,GLEN IRIS,,
7875,STONNI11947,3144.0,KOOYONG,-37.838844,145.029607
7876,STONNI11981,3144.0,MALVERN,,
7877,STONNI11979,3144.0,MALVERN,,
7878,STONNI11982,3144.0,MALVERN,-37.852113,145.036155
7879,STONNI11977,3181.0,PRAHRAN,,
7880,STONNI11969,3145.0,EAST MALVERN,,
7881,STONNI11965,3142.0,TOORAK,-37.835382,145.005879
7882,STONNI11985,3143.0,ARMADALE,-37.854622,145.012349
7883,STONNI11968,3145.0,EAST MALVERN,-37.874071,145.038909
7885,STONNI11980,3144.0,MALVERN,,
7886,STONNI11973,3181.0,PRAHRAN,,
7887,STONNI11986,3141.0,SOUTH YARRA,,
7888,STONNI11972,3141.0,SOUTH YARRA,,
7889,STONNI11931,3145.0,EAST MALVERN,-37.875927,145.077862
7890,STONNI11468,3146.0,GLEN IRIS,,
7891,STONNI11444,3143.0,ARMADALE,,
7892,STONNI11510,3181.0,PRAHRAN,,
7893,STONNI11517,3142.0,TOORAK,,
7898,STONNI11932,3145.0,EAST MALVERN,-37.882645,145.080485
7899,STONNI11933,3145.0,EAST MALVERN,-37.871767,145.06668
7900,STONNI11951,3144.0,MALVERN,-37.860324,145.034287
7901,STONNI11967,3181.0,WINDSOR,-37.855035,144.9913
7902,STONNI11964,3142.0,TOORAK,-37.848459,145.013328
7910,STONNI11946,3144.0,KOOYONG,-37.838133,145.033506
7912,STONNI11963,3141.0,SOUTH YARRA,-37.832903,145.005507
7918,STONNI11939,3146.0,GLEN IRIS,-37.857252,145.0442
7920,STONNI11958,3181.0,PRAHRAN,-37.84834,144.995798
7923,STONNI11934,3145.0,EAST MALVERN,-37.875433,145.060176
7924,STONNI11935,3145.0,EAST MALVERN,-37.879113,145.054289
7925,STONNI11936,3145.0,EAST MALVERN,-37.882645,145.080485
7926,STONNI11940,3146.0,GLEN IRIS,-37.866675,145.062722
7927,STONNI11937,3145.0,EAST MALVERN,-37.872868,145.053584
7928,STONNI11962,3141.0,SOUTH YARRA,-37.84191,145.000641
7932,STONNI11953,3144.0,MALVERN,-37.864288,145.039
7933,STONNI11923,3143.0,ARMADALE,-37.85866,145.02348
7934,STONNI11957,3181.0,PRAHRAN,-37.850685,145.010882
7940,STONNI11941,3146.0,GLEN IRIS,-37.853119,145.053562
7941,STONNI11966,3142.0,TOORAK,-37.841161,145.016477
7942,STONNI11942,3146.0,GLEN IRIS,-37.857006,145.052673
7944,STRATH12898,3664.0,AVENEL,-36.901238,145.236618
7945,STRATH12904,3666.0,EUROA,-36.746633,145.574776
7946,STRATH12908,3665.0,LONGWOOD,-36.804736,145.427495
7947,STRATH12911,3608.0,NAGAMBIE,-36.792737,145.148746
7948,STRATH12919,3669.0,VIOLET TOWN,-36.634857,145.719803
7949,STRATH12901,3666.0,EUROA,-36.758321,145.56436
7950,STRATH12915,3666.0,STRATHBOGIE,-36.755139,145.745225
7953,STRATH12906,3666.0,EUROA,-36.747303,145.579507
7956,STRATH12921,3666.0,RUFFY,-36.968758,145.515675
7957,STRATH12916,3666.0,STRATHBOGIE,-36.850026,145.738968
7958,STRATH12918,3669.0,VIOLET TOWN,-36.630957,145.72311
7960,STRATH12902,3666.0,EUROA,-36.749764,145.574052
7961,STRATH12910,3608.0,NAGAMBIE,-36.785457,145.155677
7964,STRATH12897,3664.0,AVENEL,-36.889556,145.227093
7965,STRATH12903,3666.0,EUROA,-36.766347,145.56078
7966,STRATH12907,3665.0,LONGWOOD,-36.805853,145.429005
7967,STRATH12914,3666.0,STRATHBOGIE,-36.855194,145.738093
7970,STRATH12896,3664.0,AVENEL,-36.893868,145.230845
7972,STRATH12909,3608.0,NAGAMBIE,-36.785831,145.155709
7973,STRATH12917,3669.0,VIOLET TOWN,-36.634186,145.718648
7980,STRATH12924,3608.0,NAGAMBIE,-36.780654,145.136692
