,Year,Year ending,Police Region,Local Government Area,Incidents Recorded,"Rate per 100,000 population",crime_rate
382,2017,December,2 Eastern, Towong,174,2881.271733731,0.02881271733731
383,2017,December,2 Eastern, Wangaratta,1780,6169.202509271,0.061692025092710004
384,2017,December,2 Eastern, Wellington,2722,6214.46998927,0.0621446998927
385,2017,December,2 Eastern, Whitehorse,6513,3759.025296803,0.03759025296803
386,2017,December,2 Eastern, Wodonga,2423,5936.979319808,0.059369793198079994
387,2017,December,2 Eastern, Yarra Ranges,5720,3646.35460161,0.036463546016099996
388,2017,December,2 Eastern,Total,83227,4957.975133575,0.049579751335749996
389,2017,December,3 Southern Metro, Bayside,3831,3673.692487678,0.03673692487678
390,2017,December,3 Southern Metro, Cardinia,4350,4247.922424148,0.04247922424148
391,2017,December,3 Southern Metro, Casey,15066,4610.568257281,0.04610568257281
392,2017,December,3 Southern Metro, Frankston,10703,7605.992126096,0.07605992126096
393,2017,December,3 Southern Metro, Glen Eira,5348,3531.035211314,0.03531035211314
394,2017,December,3 Southern Metro, Greater Dandenong,13669,8359.324355728,0.08359324355728
395,2017,December,3 Southern Metro, Kingston,7696,4778.610502263,0.04778610502263
396,2017,December,3 Southern Metro, Mornington Peninsula,8463,5165.594443156,0.05165594443156
397,2017,December,3 Southern Metro, Port Phillip,9689,8755.964430307,0.08755964430307
398,2017,December,3 Southern Metro, Stonnington,7895,6939.317230953,0.06939317230953
399,2017,December,3 Southern Metro,Total,86710,5636.148309156,0.056361483091560007
400,2017,December,4 Western, Ararat,912,7757.740728139,0.07757740728139
401,2017,December,4 Western, Ballarat,8958,8497.277608089,0.08497277608089
402,2017,December,4 Western, Buloke,158,2546.333601934,0.025463336019339998
403,2017,December,4 Western, Campaspe,2505,6662.765646195,0.06662765646195
404,2017,December,4 Western, Central Goldfields,859,6533.313051415,0.06533313051415
405,2017,December,4 Western, Colac-Otway,1381,6444.237050863,0.06444237050863
406,2017,December,4 Western, Corangamite,708,4367.674275139,0.04367674275139
407,2017,December,4 Western, Gannawarra,444,4200.965086574,0.04200965086574
408,2017,December,4 Western, Glenelg,1243,6312.20800325,0.0631220800325
409,2017,December,4 Western, Golden Plains,499,2211.095356257,0.022110953562569997
410,2017,December,4 Western, Greater Bendigo,7200,6310.751943624,0.06310751943624
411,2017,December,4 Western, Greater Geelong,17116,6965.425185571,0.06965425185571
412,2017,December,4 Western, Hepburn,660,4222.918932753,0.04222918932753
413,2017,December,4 Western, Hindmarsh,278,4861.839804127,0.04861839804127
414,2017,December,4 Western, Horsham,1575,7920.543122957,0.07920543122957001
415,2017,December,4 Western, Loddon,295,3929.665645398,0.03929665645398
416,2017,December,4 Western, Macedon Ranges,1598,3300.152823097,0.033001528230969995
417,2017,December,4 Western, Mildura,4804,8712.052518951,0.08712052518951001
418,2017,December,4 Western, Moorabool,1737,5194.06734047,0.0519406734047
419,2017,December,4 Western, Mount Alexander,767,3974.711094989,0.039747110949889995
420,2017,December,4 Western, Moyne,465,2769.010897398,0.02769010897398
421,2017,December,4 Western, Northern Grampians,842,7310.931666233,0.07310931666233
422,2017,December,4 Western, Pyrenees,357,4851.861919,0.04851861919
423,2017,December,4 Western, Queenscliffe,126,4258.195336262,0.042581953362619995
424,2017,December,4 Western, Southern Grampians,984,6103.082552875,0.06103082552875
425,2017,December,4 Western, Surf Coast,996,3177.337544263,0.03177337544263
426,2017,December,4 Western, Swan Hill,1773,8504.820837531,0.08504820837531
427,2017,December,4 Western, Warrnambool,2650,7665.82776476,0.0766582776476
428,2017,December,4 Western, West Wimmera,126,3235.747303544,0.032357473035439996
429,2017,December,4 Western, Yarriambiack,355,5311.190903651,0.053111909036509995
430,2017,December,4 Western,Total,62371,6354.344001166,0.06354344001166
435,2016,December,1 North West Metro, Banyule,7482,5870.675653409,0.05870675653409
436,2016,December,1 North West Metro, Brimbank,15097,7393.603996278,0.07393603996277999
437,2016,December,1 North West Metro, Darebin,13227,8526.617072573,0.08526617072573
438,2016,December,1 North West Metro, Hobsons Bay,5336,5710.310878057,0.057103108780570004
439,2016,December,1 North West Metro, Hume,17662,8530.67749866,0.0853067749866
440,2016,December,1 North West Metro, Maribyrnong,7190,8269.881070139,0.08269881070139
441,2016,December,1 North West Metro, Melbourne,28252,19337.969554266,0.19337969554266002
442,2016,December,1 North West Metro, Melton,9066,6410.691557064,0.06410691557064001
443,2016,December,1 North West Metro, Moonee Valley,7741,6300.103360435,0.06300103360435
444,2016,December,1 North West Metro, Moreland,12120,7034.487561958,0.07034487561958
445,2016,December,1 North West Metro, Nillumbik,2264,3527.908498769,0.03527908498769
446,2016,December,1 North West Metro, Whittlesea,13078,6316.104666325,0.06316104666325
447,2016,December,1 North West Metro, Wyndham,12370,5449.14716662,0.0544914716662
448,2016,December,1 North West Metro, Yarra,11293,12156.86696665,0.12156866966650001
449,2016,December,1 North West Metro,Total,162178,7918.824456569,0.07918824456569
450,2016,December,2 Eastern, Alpine,267,2122.754014947,0.021227540149470002
451,2016,December,2 Eastern, Bass Coast,2070,6185.751852737,0.06185751852737
452,2016,December,2 Eastern, Baw Baw,2921,5925.430055177,0.05925430055177
453,2016,December,2 Eastern, Benalla,1019,7287.94163925,0.0728794163925
454,2016,December,2 Eastern, Boroondara,7061,3983.054671811,0.039830546718109996
455,2016,December,2 Eastern, East Gippsland,3096,6789.473684211,0.06789473684210999
456,2016,December,2 Eastern, Greater Shepparton,6329,9726.149495943,0.09726149495943
457,2016,December,2 Eastern, Indigo,319,1973.399319517,0.01973399319517
458,2016,December,2 Eastern, Knox,9167,5716.762392971,0.05716762392971
459,2016,December,2 Eastern, Latrobe,10450,14003.913055131,0.14003913055131
460,2016,December,2 Eastern, Manningham,3961,3231.622746186,0.03231622746186
461,2016,December,2 Eastern, Mansfield,481,5545.307816463,0.05545307816463
462,2016,December,2 Eastern, Maroondah,6768,5895.470383275,0.05895470383275
463,2016,December,2 Eastern, Mitchell,3227,7721.019260677,0.07721019260676999
464,2016,December,2 Eastern, Moira,1368,4639.489927423,0.04639489927423
465,2016,December,2 Eastern, Monash,8962,4652.563270604,0.046525632706039995
466,2016,December,2 Eastern, Murrindindi,546,3885.567890692,0.03885567890692
467,2016,December,2 Eastern, South Gippsland,1139,3911.132477165,0.039111324771650004
468,2016,December,2 Eastern, Strathbogie,479,4624.891377812,0.04624891377812
469,2016,December,2 Eastern, Towong,176,2911.015547469,0.02911015547469
470,2016,December,2 Eastern, Wangaratta,1811,6333.939563514,0.06333939563514
471,2016,December,2 Eastern, Wellington,3318,7622.329427981,0.07622329427980999
472,2016,December,2 Eastern, Whitehorse,6354,3745.556793464,0.03745556793464
473,2016,December,2 Eastern, Wodonga,2496,6224.438902743,0.06224438902743
474,2016,December,2 Eastern, Yarra Ranges,6453,4157.164392563,0.041571643925629995
475,2016,December,2 Eastern,Total,90238,5452.368062336,0.054523680623359994
476,2016,December,3 Southern Metro, Bayside,4207,4087.958644279,0.04087958644279
477,2016,December,3 Southern Metro, Cardinia,5383,5516.895042686,0.05516895042686
478,2016,December,3 Southern Metro, Casey,18198,5817.979532528,0.058179795325280004
479,2016,December,3 Southern Metro, Frankston,12484,8948.975641926,0.08948975641925999
480,2016,December,3 Southern Metro, Glen Eira,5675,3819.414064866,0.03819414064866
481,2016,December,3 Southern Metro, Greater Dandenong,15473,9657.225599481,0.09657225599481001
482,2016,December,3 Southern Metro, Kingston,8656,5446.046017076,0.05446046017076
483,2016,December,3 Southern Metro, Mornington Peninsula,9116,5643.603585756,0.05643603585756
484,2016,December,3 Southern Metro, Port Phillip,10485,9652.2963904,0.096522963904
485,2016,December,3 Southern Metro, Stonnington,9177,8267.344125834,0.08267344125834
486,2016,December,3 Southern Metro,Total,98854,6582.893825582,0.06582893825582001
487,2016,December,4 Western, Ararat,867,7381.864623244,0.07381864623244
488,2016,December,4 Western, Ballarat,9475,9154.589371981,0.09154589371980999
489,2016,December,4 Western, Buloke,169,2689.369828135,0.02689369828135
490,2016,December,4 Western, Campaspe,2815,7487.697832159,0.07487697832159
491,2016,December,4 Western, Central Goldfields,1012,7732.864674868,0.07732864674868001
492,2016,December,4 Western, Colac-Otway,1445,6764.347907499,0.06764347907499
493,2016,December,4 Western, Corangamite,733,4512.71316875,0.045127131687499995
494,2016,December,4 Western, Gannawarra,491,4646.541118577,0.04646541118577
495,2016,December,4 Western, Glenelg,1374,6953.793208158,0.06953793208158
496,2016,December,4 Western, Golden Plains,646,2934.229651163,0.029342296511630003
497,2016,December,4 Western, Greater Bendigo,7933,7066.19042105,0.0706619042105
498,2016,December,4 Western, Greater Geelong,18627,7776.51140363,0.0777651140363
499,2016,December,4 Western, Hepburn,729,4695.652173913,0.04695652173913
500,2016,December,4 Western, Hindmarsh,235,4062.932226833,0.04062932226833
501,2016,December,4 Western, Horsham,1880,9454.838060752,0.09454838060752
502,2016,December,4 Western, Loddon,382,5054.247155332,0.05054247155332
503,2016,December,4 Western, Macedon Ranges,1646,3466.722830666,0.03466722830666
504,2016,December,4 Western, Mildura,5091,9314.281532438,0.09314281532438001
505,2016,December,4 Western, Moorabool,2005,6136.753183154,0.06136753183154
506,2016,December,4 Western, Mount Alexander,951,4979.839765408,0.04979839765408
507,2016,December,4 Western, Moyne,491,2933.620123081,0.029336201230810002
508,2016,December,4 Western, Northern Grampians,936,8089.887640449,0.08089887640449
509,2016,December,4 Western, Pyrenees,391,5344.45051941,0.0534445051941
510,2016,December,4 Western, Queenscliffe,124,4233.526800956,0.04233526800956001
511,2016,December,4 Western, Southern Grampians,987,6121.689511877,0.06121689511877
512,2016,December,4 Western, Surf Coast,1093,3587.723617266,0.03587723617266
513,2016,December,4 Western, Swan Hill,1735,8303.024502297,0.08303024502296999
514,2016,December,4 Western, Warrnambool,2492,7277.612289002,0.07277612289002
515,2016,December,4 Western, West Wimmera,108,2743.205486411,0.02743205486411
516,2016,December,4 Western, Yarriambiack,330,4893.96411093,0.0489396411093
517,2016,December,4 Western,Total,67193,6944.510474694,0.06944510474693999
522,2015,December,1 North West Metro, Banyule,6857,5438.265338494,0.054382653384940007
523,2015,December,1 North West Metro, Brimbank,14821,7378.771283481,0.07378771283481
524,2015,December,1 North West Metro, Darebin,11473,7549.31764644,0.0754931764644
525,2015,December,1 North West Metro, Hobsons Bay,5358,5844.623339224,0.058446233392240005
526,2015,December,1 North West Metro, Hume,14882,7509.486517035,0.07509486517035001
527,2015,December,1 North West Metro, Maribyrnong,6909,8149.039312126,0.08149039312126001
528,2015,December,1 North West Metro, Melbourne,24847,18153.457244725,0.18153457244725
529,2015,December,1 North West Metro, Melton,8376,6208.353407701,0.06208353407701
530,2015,December,1 North West Metro, Moonee Valley,6957,5786.361254585,0.05786361254585
531,2015,December,1 North West Metro, Moreland,11165,6650.979924942,0.06650979924942
532,2015,December,1 North West Metro, Nillumbik,1941,3048.292108363,0.03048292108363
533,2015,December,1 North West Metro, Whittlesea,10378,5272.114891261,0.05272114891261
534,2015,December,1 North West Metro, Wyndham,11322,5295.231859318,0.052952318593179996
535,2015,December,1 North West Metro, Yarra,10051,11177.340613636,0.11177340613636001
536,2015,December,1 North West Metro,Total,145337,7348.777849859,0.07348777849858999
537,2015,December,2 Eastern, Alpine,357,2872.314747767,0.028723147477669998
538,2015,December,2 Eastern, Bass Coast,1929,5921.537328094,0.05921537328094
539,2015,December,2 Eastern, Baw Baw,2490,5205.175909861,0.05205175909861
540,2015,December,2 Eastern, Benalla,810,5817.711700065,0.058177117000649994
541,2015,December,2 Eastern, Boroondara,5897,3374.477119134,0.03374477119134
542,2015,December,2 Eastern, East Gippsland,3147,7013.907461888,0.07013907461888
543,2015,December,2 Eastern, Greater Shepparton,5498,8525.484966428,0.08525484966427999
544,2015,December,2 Eastern, Indigo,380,2386.634844869,0.02386634844869
545,2015,December,2 Eastern, Knox,7352,4632.640201638,0.04632640201638
546,2015,December,2 Eastern, Latrobe,9017,12141.491395793,0.12141491395793
547,2015,December,2 Eastern, Manningham,3354,2776.83487188,0.027768348718799997
548,2015,December,2 Eastern, Mansfield,339,3974.208675264,0.039742086752639995
549,2015,December,2 Eastern, Maroondah,5791,5123.735876768,0.05123735876768
550,2015,December,2 Eastern, Mitchell,2656,6596.463341943,0.06596463341943
551,2015,December,2 Eastern, Moira,1104,3769.461895657,0.037694618956569996
552,2015,December,2 Eastern, Monash,7525,3977.819362069,0.039778193620689996
553,2015,December,2 Eastern, Murrindindi,509,3675.621028307,0.03675621028307
554,2015,December,2 Eastern, South Gippsland,907,3151.384594003,0.031513845940030004
555,2015,December,2 Eastern, Strathbogie,359,3528.255528256,0.03528255528256
556,2015,December,2 Eastern, Towong,167,2781.01582015,0.0278101582015
557,2015,December,2 Eastern, Wangaratta,1629,5788.295490886,0.05788295490886
558,2015,December,2 Eastern, Wellington,2965,6867.877327898,0.06867877327898
559,2015,December,2 Eastern, Whitehorse,5781,3468.343342593,0.03468343342593
560,2015,December,2 Eastern, Wodonga,2617,6672.105652296,0.06672105652296
561,2015,December,2 Eastern, Yarra Ranges,5442,3547.796154924,0.035477961549239996
562,2015,December,2 Eastern,Total,78022,4785.909348539,0.047859093485390004
563,2015,December,3 Southern Metro, Bayside,3642,3596.39767745,0.0359639767745
564,2015,December,3 Southern Metro, Cardinia,4677,5067.282064617,0.05067282064617
565,2015,December,3 Southern Metro, Casey,15156,5059.961005315,0.05059961005315
566,2015,December,3 Southern Metro, Frankston,10922,7926.554902388,0.07926554902388
567,2015,December,3 Southern Metro, Glen Eira,5141,3523.066801897,0.03523066801897
568,2015,December,3 Southern Metro, Greater Dandenong,13513,8658.793676831,0.08658793676830999
569,2015,December,3 Southern Metro, Kingston,8065,5161.798213051,0.05161798213051
570,2015,December,3 Southern Metro, Mornington Peninsula,8134,5121.166522908,0.05121166522908
571,2015,December,3 Southern Metro, Port Phillip,9808,9219.691486262,0.09219691486262
572,2015,December,3 Southern Metro, Stonnington,7776,7198.133817159,0.07198133817159
573,2015,December,3 Southern Metro,Total,86834,5937.964362914,0.05937964362914
574,2015,December,4 Western, Ararat,910,7815.183785641,0.07815183785641
575,2015,December,4 Western, Ballarat,8730,8602.76510411,0.0860276510411
576,2015,December,4 Western, Buloke,178,2822.708531557,0.028227085315569996
577,2015,December,4 Western, Campaspe,2332,6230.463009966,0.062304630099659995
578,2015,December,4 Western, Central Goldfields,846,6532.818532819,0.06532818532819
579,2015,December,4 Western, Colac-Otway,1193,5619.406500236,0.05619406500236
580,2015,December,4 Western, Corangamite,506,3109.254024825,0.031092540248250002
581,2015,December,4 Western, Gannawarra,456,4328.018223235,0.04328018223235
582,2015,December,4 Western, Glenelg,1227,6221.478551871,0.06221478551870999
583,2015,December,4 Western, Golden Plains,543,2538.806807556,0.02538806807556
584,2015,December,4 Western, Greater Bendigo,6348,5775.739709575,0.05775739709575
585,2015,December,4 Western, Greater Geelong,15450,6633.007908091,0.06633007908091
586,2015,December,4 Western, Hepburn,584,3808.53006391,0.0380853006391
587,2015,December,4 Western, Hindmarsh,162,2789.256198347,0.02789256198347
588,2015,December,4 Western, Horsham,1973,9968.674211803,0.09968674211803
589,2015,December,4 Western, Loddon,313,4156.154561147,0.04156154561147
590,2015,December,4 Western, Macedon Ranges,1518,3273.456537209,0.03273456537209
591,2015,December,4 Western, Mildura,4681,8643.548267967,0.08643548267967001
592,2015,December,4 Western, Moorabool,1602,5045.987148797,0.05045987148797
593,2015,December,4 Western, Mount Alexander,720,3831.009896776,0.03831009896776
594,2015,December,4 Western, Moyne,407,2453.137243084,0.024531372430840002
595,2015,December,4 Western, Northern Grampians,811,6964.960494675,0.06964960494675
596,2015,December,4 Western, Pyrenees,355,4944.978409249,0.04944978409249
597,2015,December,4 Western, Queenscliffe,154,5250.596658711,0.052505966587109994
598,2015,December,4 Western, Southern Grampians,799,4943.695087242,0.049436950872420005
599,2015,December,4 Western, Surf Coast,1160,3915.611814346,0.03915611814346
600,2015,December,4 Western, Swan Hill,1615,7729.861676159,0.07729861676159
601,2015,December,4 Western, Warrnambool,2157,6343.184825761,0.06343184825761
602,2015,December,4 Western, West Wimmera,103,2591.847005536,0.02591847005536
603,2015,December,4 Western, Yarriambiack,315,4614.708467624,0.04614708467624
604,2015,December,4 Western,Total,58148,6113.377349762,0.06113377349762
609,2014,December,1 North West Metro, Banyule,6806,5440.143237389,0.05440143237389
610,2014,December,1 North West Metro, Brimbank,13725,6915.472519499,0.06915472519499
611,2014,December,1 North West Metro, Darebin,10975,7340.597012929,0.07340597012929
612,2014,December,1 North West Metro, Hobsons Bay,5557,6145.968125463,0.06145968125463001
613,2014,December,1 North West Metro, Hume,13223,6912.974832443,0.06912974832443
614,2014,December,1 North West Metro, Maribyrnong,6576,7974.485526842,0.07974485526842
615,2014,December,1 North West Metro, Melbourne,23724,18537.995702286,0.18537995702286
616,2014,December,1 North West Metro, Melton,7529,5822.487220534,0.05822487220534
617,2014,December,1 North West Metro, Moonee Valley,6445,5472.856499919,0.05472856499919
618,2014,December,1 North West Metro, Moreland,10295,6273.651880877,0.06273651880877
619,2014,December,1 North West Metro, Nillumbik,1586,2500.275881639,0.02500275881639
620,2014,December,1 North West Metro, Whittlesea,10240,5449.736294499,0.05449736294499
621,2014,December,1 North West Metro, Wyndham,10157,5040.394616698,0.050403946166980004
622,2014,December,1 North West Metro, Yarra,9958,11416.059063603,0.11416059063603
623,2014,December,1 North West Metro,Total,136796,7137.944817064,0.07137944817064
624,2014,December,2 Eastern, Alpine,278,2250.101173614,0.022501011736139997
625,2014,December,2 Eastern, Bass Coast,1996,6253.720587775,0.06253720587775
626,2014,December,2 Eastern, Baw Baw,2278,4883.800703199,0.048838007031990004
627,2014,December,2 Eastern, Benalla,819,5892.934235142,0.05892934235142
628,2014,December,2 Eastern, Boroondara,5686,3293.177342755,0.03293177342755
629,2014,December,2 Eastern, East Gippsland,2921,6597.104591549,0.06597104591549001
630,2014,December,2 Eastern, Greater Shepparton,5629,8806.458173626,0.08806458173626
631,2014,December,2 Eastern, Indigo,329,2091.278921943,0.02091278921943
632,2014,December,2 Eastern, Knox,7160,4547.937548433,0.04547937548433
633,2014,December,2 Eastern, Latrobe,7815,10541.721747107,0.10541721747107
634,2014,December,2 Eastern, Manningham,3130,2620.628448471,0.02620628448471
635,2014,December,2 Eastern, Mansfield,388,4621.798689696,0.04621798689696
636,2014,December,2 Eastern, Maroondah,5871,5269.204189515,0.05269204189515
637,2014,December,2 Eastern, Mitchell,2145,5488.17930611,0.0548817930611
638,2014,December,2 Eastern, Moira,1083,3721.649484536,0.03721649484536
639,2014,December,2 Eastern, Monash,6885,3698.630136986,0.036986301369859996
640,2014,December,2 Eastern, Murrindindi,517,3777.306933587,0.03777306933587
641,2014,December,2 Eastern, South Gippsland,901,3159.075768732,0.031590757687320004
642,2014,December,2 Eastern, Strathbogie,340,3393.890996207,0.03393890996207
643,2014,December,2 Eastern, Towong,148,2474.088933467,0.024740889334670002
644,2014,December,2 Eastern, Wangaratta,1689,6062.019955495,0.06062019955495
645,2014,December,2 Eastern, Wellington,2900,6752.351681103,0.06752351681103
646,2014,December,2 Eastern, Whitehorse,5700,3468.841285297,0.03468841285297
647,2014,December,2 Eastern, Wodonga,2431,6335.844040762,0.06335844040762
648,2014,December,2 Eastern, Yarra Ranges,5353,3522.452095178,0.03522452095178
649,2014,December,2 Eastern,Total,74392,4619.955385311,0.046199553853110004
650,2014,December,3 Southern Metro, Bayside,3231,3237.572271712,0.032375722717120005
651,2014,December,3 Southern Metro, Cardinia,3862,4385.148177586,0.04385148177586
652,2014,December,3 Southern Metro, Casey,12926,4489.176451793,0.04489176451793
653,2014,December,3 Southern Metro, Frankston,10624,7801.381984271,0.07801381984271
654,2014,December,3 Southern Metro, Glen Eira,4332,3014.7396551,0.030147396551000002
655,2014,December,3 Southern Metro, Greater Dandenong,12059,7926.512636803,0.07926512636803
656,2014,December,3 Southern Metro, Kingston,7171,4650.152389599,0.04650152389599
657,2014,December,3 Southern Metro, Mornington Peninsula,7681,4907.987220447,0.04907987220447
658,2014,December,3 Southern Metro, Port Phillip,9079,8692.11400561,0.0869211400561
659,2014,December,3 Southern Metro, Stonnington,7159,6760.534119025,0.06760534119025
660,2014,December,3 Southern Metro,Total,78124,5467.541111187,0.05467541111187
661,2014,December,4 Western, Ararat,797,6894.46366782,0.0689446366782
662,2014,December,4 Western, Ballarat,7533,7539.483956202,0.07539483956201999
663,2014,December,4 Western, Buloke,180,2841.35753749,0.0284135753749
664,2014,December,4 Western, Campaspe,2330,6240.291392147,0.06240291392147
665,2014,December,4 Western, Central Goldfields,805,6248.059608817,0.06248059608817
666,2014,December,4 Western, Colac-Otway,1099,5200.889688136,0.05200889688136
667,2014,December,4 Western, Corangamite,474,2900.856793146,0.029008567931460002
668,2014,December,4 Western, Gannawarra,427,4053.540915132,0.04053540915132
669,2014,December,4 Western, Glenelg,1400,7086.813464946,0.07086813464946
670,2014,December,4 Western, Golden Plains,467,2234.556677353,0.022345566773529998
671,2014,December,4 Western, Greater Bendigo,6182,5726.460099115,0.05726460099115
672,2014,December,4 Western, Greater Geelong,15071,6617.517914852,0.06617517914852
673,2014,December,4 Western, Hepburn,494,3253.424657534,0.03253424657534
674,2014,December,4 Western, Hindmarsh,147,2515.400410678,0.02515400410678
675,2014,December,4 Western, Horsham,1577,7985.61879684,0.0798561879684
676,2014,December,4 Western, Loddon,237,3154.532144283,0.03154532144283
677,2014,December,4 Western, Macedon Ranges,1475,3243.825735084,0.03243825735084
678,2014,December,4 Western, Mildura,4658,8668.142992724,0.08668142992724001
679,2014,December,4 Western, Moorabool,1455,4683.576900792,0.04683576900792
680,2014,December,4 Western, Mount Alexander,671,3626.830982109,0.03626830982109
681,2014,December,4 Western, Moyne,470,2846.414728682,0.028464147286819997
682,2014,December,4 Western, Northern Grampians,697,5918.315360448,0.05918315360448
683,2014,December,4 Western, Pyrenees,346,4909.890733646,0.049098907336459996
684,2014,December,4 Western, Queenscliffe,102,3434.343434343,0.03434343434343
685,2014,December,4 Western, Southern Grampians,706,4343.27899108,0.043432789910800004
686,2014,December,4 Western, Surf Coast,982,3400.983583847,0.03400983583847
687,2014,December,4 Western, Swan Hill,1629,7779.369627507,0.07779369627506999
688,2014,December,4 Western, Warrnambool,1986,5888.108156186,0.05888108156186
689,2014,December,4 Western, West Wimmera,99,2451.708766716,0.024517087667159997
690,2014,December,4 Western, Yarriambiack,189,2729.636048527,0.027296360485270003
691,2014,December,4 Western,Total,54685,5826.733395914,0.058267333959139994
696,2013,December,1 North West Metro, Banyule,6430,5172.386054668,0.051723860546679996
697,2013,December,1 North West Metro, Brimbank,15273,7785.633815741,0.07785633815741
698,2013,December,1 North West Metro, Darebin,10016,6801.021239611,0.06801021239611
699,2013,December,1 North West Metro, Hobsons Bay,5446,6106.202628156,0.06106202628156
700,2013,December,1 North West Metro, Hume,12030,6507.169786827,0.06507169786827001
701,2013,December,1 North West Metro, Maribyrnong,6956,8718.758617232,0.08718758617232
702,2013,December,1 North West Metro, Melbourne,24624,20742.812376275,0.20742812376275
703,2013,December,1 North West Metro, Melton,6827,5508.488252001,0.055084882520009995
704,2013,December,1 North West Metro, Moonee Valley,6248,5411.210420564,0.05411210420564
705,2013,December,1 North West Metro, Moreland,9243,5766.71117156,0.0576671117156
706,2013,December,1 North West Metro, Nillumbik,1600,2532.687498021,0.02532687498021
707,2013,December,1 North West Metro, Whittlesea,9988,5571.422196439,0.05571422196439
708,2013,December,1 North West Metro, Wyndham,9941,5226.30131801,0.052263013180099994
709,2013,December,1 North West Metro, Yarra,9203,10960.910888259,0.10960910888259001
710,2013,December,1 North West Metro,Total,133825,7208.029688518,0.07208029688518
711,2013,December,2 Eastern, Alpine,363,2955.304078808,0.029553040788080003
712,2013,December,2 Eastern, Bass Coast,1970,6287.702275701,0.06287702275701
713,2013,December,2 Eastern, Baw Baw,2215,4854.581716966,0.048545817169660006
714,2013,December,2 Eastern, Benalla,854,6153.624441562,0.06153624441562
715,2013,December,2 Eastern, Boroondara,5965,3498.841540311,0.03498841540311
716,2013,December,2 Eastern, East Gippsland,3071,7009.975119268,0.07009975119268
717,2013,December,2 Eastern, Greater Shepparton,5116,8089.3049143,0.080893049143
718,2013,December,2 Eastern, Indigo,355,2274.911887216,0.022749118872160003
719,2013,December,2 Eastern, Knox,6922,4427.331512597,0.044273315125970006
720,2013,December,2 Eastern, Latrobe,7618,10277.373050564,0.10277373050564
721,2013,December,2 Eastern, Manningham,3112,2629.333288272,0.02629333288272
722,2013,December,2 Eastern, Mansfield,293,3540.357660706,0.03540357660706
723,2013,December,2 Eastern, Maroondah,5497,5007.241690274,0.050072416902739995
724,2013,December,2 Eastern, Mitchell,1991,5268.868423838,0.05268868423838
725,2013,December,2 Eastern, Moira,1177,4071.959868535,0.04071959868535
726,2013,December,2 Eastern, Monash,6821,3722.135821669,0.03722135821669
727,2013,December,2 Eastern, Murrindindi,535,3944.555039446,0.03944555039446
728,2013,December,2 Eastern, South Gippsland,895,3165.564319315,0.03165564319315
729,2013,December,2 Eastern, Strathbogie,373,3780.277693321,0.03780277693321
730,2013,December,2 Eastern, Towong,213,3573.225968797,0.03573225968797
731,2013,December,2 Eastern, Wangaratta,1679,6072.332730561,0.06072332730561
732,2013,December,2 Eastern, Wellington,2798,6549.472156551,0.06549472156551
733,2013,December,2 Eastern, Whitehorse,5801,3579.074660201,0.035790746602009996
734,2013,December,2 Eastern, Wodonga,2235,5948.103792415,0.05948103792414999
735,2013,December,2 Eastern, Yarra Ranges,5053,3348.530834581,0.03348530834581
736,2013,December,2 Eastern,Total,72922,4581.425505501,0.04581425505501
737,2013,December,3 Southern Metro, Bayside,3488,3550.054960713,0.03550054960713
738,2013,December,3 Southern Metro, Cardinia,4344,5135.298081356,0.05135298081356
739,2013,December,3 Southern Metro, Casey,12056,4336.331886211,0.04336331886211
740,2013,December,3 Southern Metro, Frankston,10781,8024.502980998,0.08024502980998
741,2013,December,3 Southern Metro, Glen Eira,4740,3355.51465383,0.0335551465383
742,2013,December,3 Southern Metro, Greater Dandenong,12484,8406.620786252,0.08406620786252
743,2013,December,3 Southern Metro, Kingston,7329,4811.075517278,0.04811075517278
744,2013,December,3 Southern Metro, Mornington Peninsula,7517,4881.137135473,0.04881137135473
745,2013,December,3 Southern Metro, Port Phillip,8779,8593.719409531,0.08593719409531
746,2013,December,3 Southern Metro, Stonnington,7444,7193.174021858,0.07193174021858
747,2013,December,3 Southern Metro,Total,78962,5652.420722441,0.056524207224410004
748,2013,December,4 Western, Ararat,874,7606.614447346,0.07606614447346
749,2013,December,4 Western, Ballarat,8108,8244.52940698,0.0824452940698
750,2013,December,4 Western, Buloke,187,2927.363807138,0.02927363807138
751,2013,December,4 Western, Campaspe,2100,5643.189208072,0.05643189208072
752,2013,December,4 Western, Central Goldfields,811,6328.521264144,0.06328521264144
753,2013,December,4 Western, Colac-Otway,1021,4853.815070121,0.048538150701209995
754,2013,December,4 Western, Corangamite,456,2778.793418647,0.027787934186470003
755,2013,December,4 Western, Gannawarra,413,3923.617708531,0.03923617708531
756,2013,December,4 Western, Glenelg,1184,5980.704147093,0.05980704147093
757,2013,December,4 Western, Golden Plains,402,1974.265789215,0.01974265789215
758,2013,December,4 Western, Greater Bendigo,6053,5712.694772408,0.05712694772408
759,2013,December,4 Western, Greater Geelong,13553,6067.864450185,0.06067864450185
760,2013,December,4 Western, Hepburn,524,3488.217281321,0.03488217281321
761,2013,December,4 Western, Hindmarsh,184,3144.224196856,0.03144224196856
762,2013,December,4 Western, Horsham,1347,6839.646592871,0.06839646592871
763,2013,December,4 Western, Loddon,264,3511.572226656,0.03511572226656
764,2013,December,4 Western, Macedon Ranges,1389,3114.698957282,0.03114698957282
765,2013,December,4 Western, Mildura,4535,8531.492211604,0.08531492211604
