,SA2,2005_income,2006_income,2007_income,2008_income,2009_income
0,101011001,35597,37283,37506,40014,41372
1,101011002,32376,33798,35309,36659,38972
2,101011003,41660,42022,45182,47363,50652
3,101011004,40494,41664,44175,46750,49955
4,101011005,30521,31174,32134,36183,36754
5,101011006,29008,28913,31978,33393,34320
6,101021007,32475,33346,35671,36390,37950
7,101021008,43734,46640,48238,51202,53737
8,101021009,43738,46632,48233,51197,53735
9,101021010,43743,46642,48227,51192,53735
10,101021011,44572,47957,49513,52220,54555
11,101021012,52561,55592,58593,62265,64728
12,101031013,32089,34067,37392,35439,36226
13,101031014,34449,35881,36552,38044,39339
14,101031015,32740,35035,36330,37095,38885
15,101031016,34947,37224,37169,38758,41031
16,101041017,30148,32262,31869,32856,35156
17,101041018,30144,32260,31868,32857,35157
18,101041019,31762,32858,33413,34597,35263
19,101041020,31657,32976,33281,34712,35413
20,101041021,30824,32392,32385,33790,35694
21,101041022,30353,30971,31826,32838,33513
22,101041023,31911,34527,33976,35665,36114
23,101041024,29513,30864,31596,32378,33584
24,101041025,31754,34391,32384,34399,36098
25,101041026,30822,32392,32376,33803,35689
26,101041027,27656,29433,28327,31448,30776
27,102011028,38612,40807,40512,43512,44532
28,102011029,37198,38805,38669,40966,42254
29,102011030,40024,41786,42088,43602,45602
30,102011031,39405,41294,41613,43693,44869
31,102011032,39790,41259,42250,43408,44669
32,102011033,39795,41259,42245,43407,44662
33,102011034,38612,40808,40513,43507,44533
34,102011035,39795,41263,42250,43413,44664
35,102011036,39792,41265,42255,43413,44668
36,102011037,39544,40971,41867,43136,44389
37,102011038,38616,40799,40507,43506,44536
38,102011039,43405,46658,46213,48382,50269
39,102011040,36064,37188,37197,38921,40397
40,102011041,43161,46371,45953,48108,49989
41,102011042,37626,38788,38906,41081,42267
42,102011043,39792,41258,42251,43409,44665
43,102021044,34222,36094,36858,38811,40466
44,102021045,32553,34234,35160,37257,39015
45,102021046,32550,34233,35153,37255,39021
46,102021047,34217,36089,36852,38807,40463
47,102021048,33734,35063,35794,37680,38803
48,102021049,35763,37147,37933,40093,41383
49,102021050,35649,37028,37829,39991,41308
50,102021051,41386,42626,43415,43173,47137
51,102021052,35781,37143,37940,40101,41400
52,102021053,34218,36092,36853,38809,40463
53,102021054,32614,33892,34559,36262,37258
54,102021055,36186,37532,38337,40317,41801
55,102021056,35759,37126,37926,40078,41382
56,102021057,35773,37140,37938,40091,41396
57,103011058,37957,39699,40181,42191,44216
58,103011059,37954,39702,40180,42191,44215
59,103011060,37803,39522,40080,42106,44126
60,103011061,35354,37046,39610,40383,41927
61,103021062,25628,23970,25011,27646,29070
62,103021063,30800,31185,32798,34191,35134
63,103021064,28243,27293,30451,33357,33805
64,103021065,30636,31015,30107,33871,34102
65,103021066,26904,21999,23228,33131,30023
66,103021067,33270,34007,36254,39457,39476
67,103021068,27034,23635,28353,31093,29849
68,103021069,29174,27261,23788,30452,31454
69,103031070,38969,41030,42121,46309,48117
70,103031071,39737,41093,42334,46830,48473
71,103031072,32746,35245,36975,39853,41403
72,103031073,33591,35126,36823,39792,39478
73,103031074,31736,33877,35844,38767,39718
74,103031075,-,-,-,-,-
75,103041076,34164,33928,37171,39988,43052
76,103041077,39419,40758,42451,45062,46790
77,103041078,39417,40757,42454,45063,46790
78,103041079,35577,35891,38467,41084,42389
79,104011080,31146,32199,32395,34123,34534
80,104011081,30122,31363,31628,33134,33662
81,104011082,27587,29752,28636,29864,32161
82,104021083,28149,30562,30706,31978,33665
83,104021084,32442,34604,34779,36908,38710
84,104021085,32444,34607,34778,36905,38713
85,104021086,32440,34607,34773,36907,38710
86,104021087,27889,28535,28515,29009,29664
87,104021088,31537,33919,33579,35651,37231
88,104021089,29646,31115,31567,33560,35285
89,104021090,28639,30660,30059,31747,32899
90,104021091,29041,32039,30349,32327,33240
91,105011092,31224,30594,34534,37753,39090
92,105011093,41257,42711,46525,48538,48357
93,105011094,30187,31422,30007,38802,38721
94,105011095,30627,29887,31519,37188,37960
95,105011096,29611,26778,25196,35108,36800
96,105021097,35026,37213,39749,40169,40881
97,105021098,30467,33945,38440,37783,39463
98,105031099,30028,29541,30297,32188,31608
99,105031100,37017,38373,39187,41445,43129
100,105031101,37016,38376,39188,41445,43131
101,105031102,37017,38371,39185,41449,43127
102,105031103,34457,35180,36655,38960,40814
103,105031104,29611,28315,31361,35690,36239
104,105031105,29848,28230,34196,35079,32994
105,105031106,28688,28690,31706,34064,34670
106,106011107,42311,44650,45812,48854,51323
107,106011108,37018,39197,40646,42842,44366
108,106011109,37702,39888,41282,43417,45046
109,106011110,36085,37832,37647,39906,41696
110,106011111,35779,37733,38585,41223,42834
111,106011112,47249,50620,50286,56330,58507
112,106011113,46942,50235,50004,55806,58022
113,106021114,42392,44446,45415,48590,50682
114,106021115,39818,41947,43113,45467,47408
115,106021116,42452,44327,45780,48632,50967
116,106021117,42384,44287,45650,48571,50858
117,106021118,38102,40979,42139,43924,46041
118,106031119,34263,35083,36282,38347,40071
119,106031120,33318,34242,34995,37333,39224
120,106031121,35470,38743,36304,38574,40523
121,106031122,35102,36690,37123,39772,40761
122,106031123,38883,40808,41261,44417,45958
123,106031124,35029,36579,37006,39677,40640
124,106031125,37409,39017,40048,43040,45023
125,106041126,44497,46669,47545,51757,54312
126,106041127,44505,42359,44475,48892,50204
127,106041128,45585,47134,49649,49991,49100
128,106041129,38649,39023,41590,43622,44244
129,107011130,35916,37320,38082,40294,40582
130,107011131,38753,40370,41024,45776,43885
131,107011132,38880,40506,41155,45852,44030
132,107011133,36226,38629,41489,42462,42584
133,107011134,43342,45129,45834,48635,49306
134,107021135,38981,41324,37766,45545,45931
135,107031136,39587,41187,42137,44610,44723
136,107031137,39583,41180,42135,44614,44728
137,107031138,40650,43517,42636,45263,45998
138,107031139,40656,43521,42636,45270,45998
139,107031140,39330,42111,41700,42138,44640
140,107031141,39778,41521,42500,45331,46368
141,107031142,39941,41725,42699,45562,46620
142,107031143,36426,37278,38189,40367,40708
143,107041144,41862,44447,44659,46531,47223
144,107041145,38644,41077,42088,44482,45125
145,107041146,42524,44031,44500,47038,47796
146,107041147,45039,46413,48538,51232,52850
147,107041148,48008,50490,52556,56753,57142
148,107041149,41447,43240,43620,46131,46674
149,107041150,42415,43983,45064,48682,49963
150,108011151,30418,31776,32182,33942,35396
151,108011152,30882,32383,31237,32162,34163
152,108011153,29899,31039,30356,31838,33361
153,108011154,30878,32379,31236,32161,34165
154,108021155,29249,29966,30888,32314,33177
155,108021156,28959,29848,30741,32151,32871
156,108021157,27583,29290,29219,30961,31507
157,108021158,26468,29270,28679,30718,32117
158,108021159,26430,28533,28044,29764,30388
159,108021160,27577,29791,27945,30297,32612
160,108031161,36510,39584,40236,39368,41845
161,108041162,28707,30895,30390,32430,33083
162,108041163,33363,35400,35130,37041,39386
163,108041164,33362,35398,35129,37039,39387
164,108041165,30099,31303,31822,33494,34956
165,108041166,30450,31121,31903,33503,35250
166,108051167,31098,30914,30542,32978,32963
167,108051168,31925,32924,32893,35397,36800
168,108051169,31923,32922,32894,35397,36798
169,108051170,28692,29412,29618,31944,32845
170,108051171,28277,29513,29657,31939,32481
171,109011172,40626,42386,42548,45075,45982
172,109011173,40384,42153,42304,44779,45715
173,109011174,40637,42407,42561,45094,45996
174,109011175,33309,31452,33285,34215,36190
175,109011176,34903,36557,36447,37603,38286
176,109021177,31589,32026,32512,32601,33050
177,109021178,29582,32452,34713,34897,36562
178,109021179,29033,32408,34231,31629,32389
179,109031180,33449,34063,33885,33599,36589
180,109031181,32118,32391,32588,33197,35003
181,109031182,30485,31197,31146,30933,32044
182,109031183,29808,30475,29959,28992,30484
183,109031184,32138,32430,33719,34573,35374
184,109031185,30962,30653,29269,28509,29116
185,110011186,35484,37638,37172,38963,40334
186,110011187,28990,31220,32738,31812,33075
187,110011188,32226,33138,34343,34643,34946
188,110011189,27517,29793,30022,29565,32146
189,110021190,27990,29697,29389,28975,30315
190,110021191,30531,31521,32354,33898,34495
191,110021192,25596,26935,27964,29269,28964
192,110021193,25009,26311,28181,28458,26338
193,110021194,25467,26848,27090,27582,28733
194,110031195,36611,41005,38111,44424,43520
195,110031196,36440,37681,30138,37891,33866
196,110031197,34889,35335,36118,40480,38595
197,110031198,38415,37499,37344,35902,34095
198,110041199,32138,34252,35512,38590,39749
199,110041200,29631,33114,39354,38918,36968
200,110041201,30807,34548,38943,38916,35386
201,110041202,35617,37072,37929,39737,40817
202,110041203,35617,37073,37931,39736,40814
203,110041204,35623,37070,37926,39734,40808
204,110041205,31097,32305,33614,35222,36129
205,111011206,41005,43210,43380,45833,48140
206,111011207,38480,40654,41151,43341,45465
207,111011208,39560,41494,42611,45142,46855
208,111011209,38507,40459,41666,44045,46252
209,111011210,36533,38076,38917,41575,43547
210,111011211,39543,41451,42600,45147,46847
211,111011212,35561,37651,38526,40353,42325
212,111011213,41776,43851,44045,46777,49129
213,111011214,40905,42951,43644,46329,48306
214,111021215,38052,40515,41134,43506,44796
215,111021216,34560,36493,36169,38640,39820
216,111021217,37377,39091,40481,42807,45092
217,111021218,34654,36471,36916,38988,40761
218,111021219,39555,42304,41263,44242,45837
219,111021220,39104,41841,40982,44209,45708
220,111021221,35614,37016,39385,42100,43881
221,111031222,40203,42494,42983,45331,47248
222,111031223,38082,41011,42251,43942,46114
223,111031224,43486,45604,46932,50714,52286
224,111031225,43203,45964,46436,49507,51892
225,111031226,37999,39826,41022,43258,45573
226,111031227,35469,37174,38454,40788,42955
227,111031228,51187,57205,55748,60165,62296
228,111031229,54932,56579,55051,59793,61295
229,111031230,40221,42201,43123,45176,49678
230,111031231,34937,36690,37839,39999,41511
231,111031232,36326,38606,39766,43193,46385
232,111031233,37996,39819,41021,43254,45568
233,111031234,35067,36433,37654,40641,42204
234,111031235,37829,40098,41375,43926,45702
235,112011236,33693,35859,35825,37468,39043
236,112011237,33704,35284,35200,37055,37808
237,112011238,32051,35339,34884,37570,41407
238,112011239,28256,30728,30612,31846,33083
239,112011240,33539,34531,34716,35118,38267
240,112011241,28446,30957,30888,32405,34773
241,112011242,33690,35856,35821,37464,39038
242,112011243,28573,33006,30119,30997,32466
243,112021244,28623,30540,30805,31914,32972
244,112021245,27155,28439,28049,29465,31172
245,112021246,31484,32607,33076,35105,36347
246,112021247,29292,29163,28921,29526,29615
247,112021248,31483,32606,33076,35103,36344
248,112021249,31384,32510,32955,34965,36210
249,112031250,34822,38734,39485,41224,44011
250,112031251,30312,33025,33419,34041,34989
251,112031252,30356,33067,33556,34082,35289
252,112031253,30972,33385,34296,35457,36968
253,112031254,30615,33212,32816,34871,35196
254,112031255,31552,33734,33922,35578,36413
255,113011256,35250,37934,38745,40021,38711
256,113011257,32634,36961,37693,39607,37921
257,113011258,33157,34515,34785,35518,35024
258,113011259,30617,29363,29730,31934,32571
259,113021260,33060,32227,35050,35683,36661
260,113021261,36478,37506,39516,42930,43274
261,113021262,34380,35489,37396,39886,39689
262,113031263,31946,32828,33930,36423,38055
263,113031264,30961,30884,33934,37989,37341
264,113031265,33062,34281,34704,36612,37976
265,113031266,28469,25665,24378,29255,29902
266,113031267,38070,39853,40756,43096,44078
267,113031268,37970,39848,40713,43211,44431
268,113031269,38279,40155,41027,43332,44324
269,113031270,38399,40337,41325,43627,44521
270,113031271,32010,31105,33118,36211,36655
271,114011272,38437,39561,39333,40323,41714
272,114011273,32766,34628,34173,36586,38478
273,114011274,32756,34622,34164,36586,38483
274,114011275,31952,31892,33333,35410,36369
275,114011276,32760,34624,34167,36588,38470
276,114011277,34141,35449,35754,38413,39158
277,114011278,33846,35270,35406,38009,38995
278,114011279,32758,34619,34164,36590,38472
279,114011280,32766,34617,34166,36591,38473
280,114011281,32767,34611,34170,36578,38465
281,114011282,29020,30270,29939,31691,32925
282,114011283,29190,30342,30139,31897,33243
283,114021284,48491,51748,50104,52240,51264
284,114021285,38908,40606,43260,43468,45227
285,114021286,38781,40489,43205,43343,45015
286,114021287,39865,40995,39979,42103,43442
287,114021288,41292,42784,41620,43758,44700
288,114021289,37630,40066,37457,39179,39961
289,115011290,46528,48235,48822,51371,53402
290,115011291,46511,48216,48806,51354,53384
291,115011292,51634,53704,53697,56954,59129
292,115011293,50271,52701,53217,55576,57535
293,115011294,59264,63841,63221,64025,66675
294,115011295,49777,51976,53059,55793,58059
295,115011296,58281,62631,61321,64190,66679
296,115021297,56008,60260,59146,61038,70651
297,115021298,52531,56056,55554,55691,59684
298,115031299,40460,42373,42176,44327,47126
299,115031300,40816,42473,42924,44897,46399
300,115041301,39831,41037,42018,44003,45336
301,115041302,48152,50383,51816,54378,56653
302,116011303,36420,37738,39042,40778,41550
303,116011304,38007,39445,40939,42778,43569
304,116011305,36422,37737,39043,40782,41553
305,116011306,37344,38600,40401,42605,43819
306,116011307,40311,42082,43214,44880,46061
307,116011308,39060,40594,41832,43592,44566
308,116021309,45122,47486,49372,51663,53521
309,116021310,46837,49114,50867,53358,55914
310,116021311,41310,42982,44910,47001,47904
311,116021312,39326,40879,42213,44509,45619
312,116031313,34132,35255,36395,38094,38854
313,116031314,37787,39068,41197,43170,44457
314,116031315,37788,39064,41196,43168,44454
315,116031316,34287,35427,36595,38328,39124
316,116031317,34111,35234,36369,38063,38821
317,116031318,39072,37108,41637,42574,43902
318,116031319,36972,38131,39389,41268,42357
319,117011320,45996,48266,47712,49206,49894
320,117011321,44431,45628,47884,50917,53024
321,117011322,38956,40749,42843,46325,47368
322,117011323,42828,45820,47413,51070,52453
323,117011325,22463,23983,27479,29168,30506
324,117021326,40692,42993,44996,46842,48694
325,117021327,50750,54246,55511,58102,59548
326,117021328,42236,44673,46189,49828,51004
327,117031329,54050,58950,59248,62070,63944
328,117031330,54685,58672,60686,63738,65374
329,117031331,56893,60710,61667,63295,65614
330,117031332,48940,52150,53212,56683,57095
331,117031333,69739,74650,73457,75458,76405
332,117031334,49746,53498,54511,58239,60533
333,117031335,46061,49199,50393,53403,53341
334,117031336,54046,58955,59252,62065,63943
335,117031337,34922,37150,37336,41430,40822
336,117031338,43713,46502,48946,51852,52742
337,118011339,59852,67566,70132,73652,77904
338,118011340,55062,61328,64893,68391,71695
339,118011341,62783,69916,69739,70439,72248
340,118011343,114507,140274,125299,129849,129116
341,118011344,100951,117234,114848,111319,115387
342,118011345,85834,97269,95273,94320,100337
343,118011346,100871,117207,114728,111152,115148
344,118011347,99381,119178,120036,114038,120199
345,118021348,58212,63793,65629,68402,69348
346,118021349,45006,47672,49364,52298,54950
347,118021350,41174,43269,44114,47732,49791
348,118021351,46114,50680,53067,56905,56875
349,118021352,58899,63934,65990,68084,70793
350,119011353,33588,34660,35960,37859,38452
351,119011354,36583,37685,38173,41057,41774
352,119011355,-,-,-,-,-
353,119011356,33599,34664,35966,37859,38455
354,119011357,31972,32970,34409,36600,37773
355,119011358,40284,41504,42787,44066,45303
356,119011359,42220,43476,44493,46981,49562
357,119011360,38709,39969,41701,43491,44478
358,119011361,34096,35616,36275,38670,39264
359,119021362,34941,36001,36673,38439,39433
360,119021363,31869,33242,33899,36155,37338
361,119021364,40509,42351,43546,46403,48019
362,119021365,29271,30003,31320,32961,33261
363,119021366,33107,34341,35528,37277,38203
364,119021367,33542,34741,35825,37803,38655
365,119031368,35075,36579,37439,40031,40385
366,119031369,46237,48883,49451,51922,52545
367,119031370,37253,38397,38756,41828,42291
368,119031371,44535,47036,47683,50210,50808
369,119031372,41212,43215,43047,45183,46264
370,119031373,41194,43189,43026,45163,46244
371,119031374,47368,50531,49992,53035,53629
372,119041375,38034,39019,40362,42790,44308
373,119041376,39168,41159,41888,43940,44965
374,119041377,38535,40754,41704,44133,45106
375,119041378,40520,41726,42481,44417,45745
376,119041379,39249,40997,41814,43396,44178
377,119041380,37797,39278,40109,42292,43060
378,119041381,36546,38158,39066,41381,41911
379,119041382,44648,47895,48743,50705,53488
380,120011383,51199,54564,55680,59513,61439
381,120011384,48907,50833,51147,53844,55074
382,120011385,64366,68571,68321,72548,71061
383,120011386,54872,58415,59928,63116,64706
384,120021387,84939,91678,90662,95330,98734
385,120021388,59961,63679,65945,68236,69915
386,120021389,64563,69888,72136,73433,75431
387,120031390,38976,40723,41743,43857,44201
388,120031391,39825,42169,41733,44504,45806
389,120031392,40941,43163,43390,45802,47863
390,120031393,39819,41603,43593,45622,46884
391,120031394,46653,48671,50510,53517,55094
392,120031395,52781,55715,57761,60833,63607
393,120031396,39337,40983,41195,43490,44099
394,120031397,46298,48550,47694,51709,52514
395,121011398,59194,63140,63834,65115,66989
396,121011399,63042,68199,67068,69020,69673
397,121011400,71882,78241,77417,79286,80725
398,121011401,71383,75350,77141,78698,79011
399,121011402,86871,96340,96726,97290,102791
400,121021403,45288,47242,48185,50921,52328
401,121021404,46715,49017,49447,51744,53363
402,121021405,47492,49921,50532,52922,53404
403,121021406,56104,59865,58803,61472,62921
404,121031407,86655,96715,92815,97343,94339
405,121031408,85962,97584,93439,96930,97633
406,121031409,81775,87443,85740,85999,87126
407,121031410,70717,79123,73631,75671,75143
408,121031411,72128,78405,75039,78295,81009
409,121031412,68782,74573,71230,75027,75880
410,121041413,80951,87600,87191,91231,88512
411,121041414,72529,77234,78924,82045,83078
412,121041415,114971,132099,132409,129720,126956
413,121041416,79228,88281,86696,87302,87321
414,121041417,77319,86460,85933,93780,97038
415,122011418,72092,79351,80552,81660,82054
416,122011419,64368,71693,72644,73523,80230
417,122021420,64492,72621,67998,74347,73744
418,122021421,60596,66731,65140,66283,67982
419,122021422,59848,67249,64350,67451,68560
420,122021423,49744,53395,53629,55570,57373
421,122031424,46411,49273,49996,51756,53872
422,122031425,44607,47612,48436,50276,52434
423,122031426,44539,47551,48380,50214,52379
424,122031427,54539,57970,57235,60268,61822
425,122031428,53766,56858,56253,57785,60026
426,122031429,53817,59395,62271,62814,64795
427,122031430,59437,63660,64095,65876,67103
428,122031431,51787,57016,56926,58341,59400
429,122031432,66856,74036,73197,71359,87676
430,123011433,43667,47210,47047,49849,50827
431,123011434,43361,45837,46935,49538,50889
432,123011435,43255,45352,46895,49426,50913
433,123021436,38072,39803,40825,42754,43887
434,123021437,38067,39801,40818,42747,43885
435,123021438,37015,38504,39852,41843,42995
436,123021440,41145,42047,43544,44989,45875
437,123021441,38041,39779,40808,42738,43877
438,123021442,36188,37568,38910,40676,41987
439,123021443,37010,38772,40272,42121,43420
440,123021444,38007,39795,40759,42705,43846
441,123031445,38710,40046,40989,43265,44911
442,123031446,41516,43851,44789,46612,48730
443,123031447,39848,41699,42701,44836,46593
444,123031448,43666,47207,47046,49854,50832
445,124011449,36290,38193,37621,40688,42656
446,124011450,45395,47234,47304,50493,52559
447,124011451,42980,46182,43410,45940,48525
448,124011452,36630,38086,37982,39830,41009
449,124011453,39075,41326,42212,44730,45684
450,124011454,42705,44590,45405,47633,49393
451,124011455,39440,42117,40495,42621,43513
452,124021456,27428,28736,-,-,-
453,124031457,37709,39276,40932,42997,44215
454,124031458,39841,41545,43028,45339,46982
455,124031459,40337,42026,43467,45481,46991
456,124031460,44441,45987,47722,50242,52018
457,124031461,40333,42022,43463,45479,46987
458,124031462,37712,39276,40932,42994,44218
459,124031463,45057,47255,48127,50079,52524
460,124031464,40314,42008,43446,45462,46970
461,124031465,39337,41637,42718,45183,46413
462,124041466,39286,41028,41976,44085,45744
463,124041467,40283,41243,42385,44110,45768
464,124041468,38881,40528,41707,43746,45467
465,124051469,39160,40791,42520,44571,45771
466,124051470,39175,40810,42528,44585,45782
467,124051471,35914,37149,38673,40759,41678
468,125011472,28937,29628,30678,32087,32634
469,125011473,49367,52585,52356,55803,56407
470,125011474,33748,34812,35424,37421,38888
471,125011475,21682,23353,-,-,-
472,125021476,46133,48252,47128,49392,50537
473,125021477,39618,41468,43161,45251,46134
474,125021478,41685,43671,44685,46940,47553
475,125031479,34634,35843,36931,38410,39231
476,125031480,32681,33301,34518,36252,36791
477,125031481,33424,34494,35648,37429,38607
478,125031482,39126,40876,42319,44768,45363
479,125031483,33818,34423,35432,37327,38040
480,125031484,34156,34920,36308,38044,38457
481,125031485,34996,36334,37983,39697,40399
482,125031486,30656,31396,34655,-,-
483,125031487,-,-,-,-,-
484,125041488,39128,40880,42321,44768,45366
485,125041489,39861,41590,42310,44199,44800
486,125041490,43604,45930,46070,47786,48513
487,125041491,41912,44064,44852,47226,48493
488,125041492,33901,35046,36582,38700,39004
489,125041493,39443,41049,42388,44630,45486
490,125041494,46510,48219,48808,51355,53386
491,126011495,49122,51849,51244,53543,54631
492,126011496,58602,61898,60648,63146,65544
493,126021497,43420,44985,45164,47633,48808
494,126021498,60482,64899,65035,66955,68112
495,126021499,110865,113631,106607,119972,123869
496,126021500,43150,45070,45374,48063,49200
497,126021501,44080,47085,48520,51401,53025
498,126021502,46301,48914,50180,50819,53802
499,126021503,44327,45513,46420,49068,50197
500,127011504,34125,35385,37097,39013,39683
501,127011505,38136,40041,42353,43280,44915
502,127011506,38998,41461,42230,43957,44400
503,127011507,35829,37384,39004,40945,41907
504,127011508,38962,41190,42899,44909,46730
505,127021509,33997,35382,36812,39083,40292
506,127021510,35729,37477,39037,41252,44154
507,127021511,30916,32181,33226,35147,36319
508,127021512,34550,36017,37382,39345,40618
509,127021513,30913,32184,33227,35149,36319
510,127021514,35729,37475,39037,41257,44170
511,127021515,32550,33440,34638,36347,37197
512,127021516,32553,33439,34639,36347,37198
513,127021517,35721,37479,39038,41251,44171
514,127021518,38065,42091,41764,45307,46289
515,127021519,36310,37427,39335,41128,41264
516,127021520,35716,37469,39020,41238,44147
517,127021521,35016,39121,39583,42761,41092
518,127031522,36970,38589,40182,42187,43499
519,127031523,36968,38585,40186,42188,43498
520,127031524,42538,44401,46246,49010,51206
521,127031525,36970,38588,40185,42187,43501
522,127031526,36920,38449,40016,42038,43274
523,128011527,51221,54048,53671,56192,58114
524,128011528,51823,56514,56196,60136,61383
525,128011529,47347,49750,50341,53276,54950
526,128011530,44812,46868,47457,49746,51193
527,128011531,51501,54200,52794,55942,57390
528,128021532,44556,46195,46908,48773,50137
529,128021533,44405,45993,46730,48530,49971
530,128021534,47670,50020,50676,54041,55681
531,128021535,47574,49904,50559,53882,55493
532,128021536,49647,52517,52635,54744,56430
533,128021537,42677,43966,47123,46584,51924
534,128021538,45307,47200,47797,50019,50999
535,199999999,47294,51491,42894,50251,51108
536,201011001,36768,38604,39326,42024,43672
537,201011002,36495,38269,38960,41616,43323
538,201011003,36910,38758,39424,42222,43918
539,201011004,35005,36484,37339,39713,40968
540,201011005,38861,39919,40464,43132,45539
541,201011006,31588,32640,34074,35549,36101
542,201011007,31262,32787,35425,36688,36384
543,201011008,33373,34704,35914,36989,38227
544,201021009,36401,36976,39087,40873,42980
545,201021010,31552,33258,34646,38207,37011
546,201021011,31163,32399,33303,35453,36977
547,201021012,35038,36404,37776,39645,40338
548,201031013,28481,29091,29975,30795,31530
549,201031014,28914,29322,31996,32817,33782
550,201031015,32036,33400,36292,36981,37014
551,201031016,28545,29889,30363,31594,32034
552,201031017,27249,28012,28360,28927,29186
553,202011018,35593,37050,37155,39934,41646
554,202011019,30099,31001,32101,34432,35405
555,202011020,35592,37051,37161,39941,41649
556,202011021,35592,37051,37158,39934,41649
557,202011022,31737,33073,33553,35340,36355
558,202011023,35855,37372,38553,41119,43371
559,202011024,35867,37389,38582,41128,43398
560,202011025,35752,37249,38094,40728,42853
561,202021026,34135,36098,37165,39558,40958
562,202021027,32230,34680,33881,35458,36760
563,202021028,30519,32201,32439,34371,35755
564,202021029,29969,30948,32145,33160,33979
565,202021030,35758,38014,37939,41468,41092
566,202021031,41104,43742,53531,48689,50960
567,202031032,30504,30897,33712,34907,35610
568,202031033,25519,26330,31121,27635,27521
569,203011034,39120,41060,41898,43003,44476
570,203011035,34930,36405,38310,38629,38529
571,203011036,35034,37523,39231,40507,41228
572,203021037,37424,39412,39614,42418,43877
573,203021038,33060,34270,35343,36996,37816
574,203021039,41839,44247,44621,47591,48528
575,203021040,37623,39295,40048,42796,44381
576,203021041,37423,39414,39614,42415,43877
577,203021042,37526,39503,39905,42521,43925
578,203021043,39809,42023,42704,45128,46843
579,203021044,37353,37840,39478,41534,42218
580,203021045,34655,36249,37298,39600,40290
581,203021046,48623,51972,51750,55117,56512
582,203021047,36676,37894,38240,40671,42836
583,203031048,35886,37548,38211,39200,40636
584,203031049,35153,37456,35748,38374,39035
585,203031050,38085,40751,40756,43450,45409
586,203031051,32299,34878,34920,35588,37263
587,203031052,38336,41308,42063,45238,44451
588,203031053,39889,42580,43070,46598,48553
589,204011054,30221,30872,30859,32536,34250
590,204011055,29054,28368,29826,31240,32400
591,204011056,37077,38342,39230,40767,42145
592,204011057,31757,30933,32231,32556,34042
593,204011058,31336,33256,34275,35210,36783
594,204011059,32439,33180,34972,37249,37752
595,204011060,33452,35500,35329,38523,37779
596,204011061,30712,32457,33275,35354,37173
597,204011062,32826,33605,33940,34706,36065
598,204021063,32052,33056,33427,36254,37160
599,204021064,29073,28030,30247,31469,30928
600,204021065,34880,35323,36666,37288,38827
601,204021066,33134,34027,34553,37123,37674
602,204021067,31814,31346,32569,34002,34823
603,204031068,32983,34473,33765,35781,36705
604,204031069,30380,32243,32797,34280,34586
605,204031070,34396,35737,36477,38615,40278
606,204031071,31007,31994,32134,34450,34546
607,204031072,31003,30077,33975,34085,33983
608,204031073,35983,37250,38080,40081,41385
609,204031074,36145,37402,38497,40402,41676
610,204031075,36549,37900,39681,40821,41749
611,205011076,33009,33837,35536,36727,36799
612,205011077,33530,35007,36286,37156,38259
613,205011078,35417,36892,39515,40468,41177
614,205011079,36331,38121,38542,40764,41639
615,205021081,31956,33740,34361,35816,36591
616,205021082,29660,31211,32064,33665,34834
617,205021084,29668,31565,32888,34012,34946
618,205021085,29350,30710,31889,32975,33553
619,205021086,32167,33842,31617,34187,34994
620,205031087,30593,30021,33599,33449,32199
621,205031088,22613,22203,24317,22677,24585
622,205031089,32304,31857,34911,35235,35429
623,205031090,32623,33815,36248,36431,36597
624,205031091,30926,33508,31692,33528,35646
625,205031092,30995,32775,35350,34887,33013
626,205031093,30707,31653,32291,33641,35620
627,205041094,36618,38877,39995,41252,42355
628,205041095,35200,36782,38284,40137,41630
629,205041096,36127,38099,39331,40726,41754
630,205041097,40809,43719,45358,47159,48344
631,205041098,38933,41188,43582,44601,46416
632,205051099,34443,33788,36308,35930,37435
633,205051100,33240,34317,37004,38328,39700
634,205051101,35032,35173,37412,37955,38238
635,205051102,35278,34820,38834,37439,38513
636,205051103,37524,38911,40222,43328,45036
637,205051104,32446,31620,35994,34097,33978
638,206011105,39847,41837,43541,46842,48107
639,206011106,41300,43506,44791,47653,50107
640,206011107,40077,42234,43932,46840,47687
641,206011108,37704,39522,41133,43715,44709
642,206011109,39756,42352,43388,46033,47627
643,206021110,48508,51504,55602,58396,59914
644,206021111,45049,48018,49199,53376,55498
645,206021112,39073,41080,43923,45818,49555
646,206031113,44879,47196,48951,51455,53536
647,206031114,48832,51681,53282,56151,58967
648,206031115,45445,48254,50072,52727,54027
649,206031116,49472,52983,55038,58573,59861
650,206041117,41363,43551,42956,46255,46594
651,206041118,56900,62884,64625,64491,64633
652,206041119,80524,87975,79947,90831,95349
653,206041120,45443,48926,50412,53555,54137
654,206041121,45569,48483,50314,53008,54147
655,206041122,51052,53449,50094,50978,57408
656,206041123,43585,45320,47056,50320,51960
657,206041124,52708,54333,51256,53899,56616
658,206041125,71733,77763,74770,82608,81303
659,206041126,54551,61427,62827,67588,64954
660,206051128,76832,83996,80569,88033,91871
661,206051129,56211,60163,62655,65094,67563
662,206051130,66623,70915,72021,75295,79347
663,206051131,71994,66438,73262,73366,78334
664,206051132,61242,67480,65682,70876,71064
665,206051133,53841,57318,57188,60912,61456
