,Postcode,Suburb,LGA,SA2_code,SA2_name
902,3312,POOLAIJELO,West Wimmera,215011393,West Wimmera
903,3312,POWERS CREEK,West Wimmera,215011393,West Wimmera
904,3312,SANDFORD,West Wimmera,217011420,Glenelg (Vic.)
905,3312,STRATHDOWNIE,West Wimmera,217011420,Glenelg (Vic.)
906,3312,WANDO BRIDGE,West Wimmera,217011420,Glenelg (Vic.)
907,3312,WANDO VALE,West Wimmera,217011420,Glenelg (Vic.)
908,3312,WARROCK,West Wimmera,217011420,Glenelg (Vic.)
909,3314,BULART,Southern Grampians,217011423,Southern Grampians
910,3314,CAVENDISH,Southern Grampians,217011423,Southern Grampians
911,3314,GLENISLA,Southern Grampians,217011423,Southern Grampians
912,3314,GRAMPIANS,Southern Grampians,217011423,Southern Grampians
913,3314,MOORALLA,Southern Grampians,217011423,Southern Grampians
914,3314,WOOHLPOOER,Southern Grampians,217011423,Southern Grampians
915,3315,BRIT BRIT,West Wimmera,217011423,Southern Grampians
916,3315,CLOVER FLAT,West Wimmera,217011423,Southern Grampians
917,3315,COLERAINE,West Wimmera,217011423,Southern Grampians
918,3315,COOJAR,West Wimmera,217011423,Southern Grampians
919,3315,CULLA,West Wimmera,217011423,Southern Grampians
920,3315,GRINGEGALGONA,West Wimmera,217011423,Southern Grampians
921,3315,GRITJURK,West Wimmera,217011423,Southern Grampians
922,3315,HILGAY,West Wimmera,217011423,Southern Grampians
923,3315,KONONGWOOTONG,West Wimmera,217011423,Southern Grampians
924,3315,MELVILLE FOREST,West Wimmera,217011423,Southern Grampians
925,3315,MUNTHAM,West Wimmera,217011423,Southern Grampians
926,3315,NAREEN,West Wimmera,217011423,Southern Grampians
927,3315,PARKWOOD,West Wimmera,217011423,Southern Grampians
928,3315,PASCHENDALE,West Wimmera,217011420,Glenelg (Vic.)
929,3315,TAHARA BRIDGE,West Wimmera,217011420,Glenelg (Vic.)
930,3315,TARRAYOUKYAN,West Wimmera,217011423,Southern Grampians
931,3315,TARRENLEA,West Wimmera,217011423,Southern Grampians
932,3315,WOOTONG VALE,West Wimmera,217011423,Southern Grampians
933,3317,HARROW,West Wimmera,215011393,West Wimmera
934,3318,CHARAM,West Wimmera,215011393,West Wimmera
935,3318,CONNEWIRRICOO,West Wimmera,215011393,West Wimmera
936,3318,EDENHOPE,West Wimmera,215011393,West Wimmera
937,3318,JALLAKIN,West Wimmera,215011393,West Wimmera
938,3318,KADNOOK,West Wimmera,215011393,West Wimmera
939,3318,LANGKOOP,West Wimmera,215011393,West Wimmera
940,3318,MEEREEK,West Wimmera,215011393,West Wimmera
941,3318,PATYAH,West Wimmera,215011393,West Wimmera
942,3318,ULLSWATER,West Wimmera,215011393,West Wimmera
943,3319,APSLEY,West Wimmera,215011393,West Wimmera
944,3319,BENAYEO,West Wimmera,215011393,West Wimmera
945,3319,BRINGALBERT,West Wimmera,215011393,West Wimmera
946,3321,HESSE,Surf Coast,203011035,Golden Plains - South
947,3321,INVERLEIGH,Surf Coast,203011035,Golden Plains - South
948,3321,WINGEEL,Surf Coast,217031473,Colac Region
949,3322,CRESSY,Golden Plains,217031473,Colac Region
950,3323,BERRYBANK,Moorabool,217031474,Corangamite - North
951,3323,DUVERNEY,Moorabool,217031474,Corangamite - North
952,3323,FOXHOW,Moorabool,217031474,Corangamite - North
953,3324,LISMORE,Golden Plains,217031474,Corangamite - North
954,3324,MINGAY,Golden Plains,217031474,Corangamite - North
955,3324,MOUNT BUTE,Golden Plains,217031474,Corangamite - North
956,3325,DERRINALLUM,Pyrenees,217031474,Corangamite - North
957,3325,LARRALEA,Pyrenees,217031474,Corangamite - North
958,3325,VITE VITE,Pyrenees,217031474,Corangamite - North
959,3325,VITE VITE NORTH,Pyrenees,217031474,Corangamite - North
960,3328,TEESDALE,Golden Plains,203011035,Golden Plains - South
961,3329,BARUNAH PARK,Golden Plains,203011035,Golden Plains - South
962,3329,BARUNAH PLAINS,Golden Plains,217031473,Colac Region
963,3329,SHELFORD,Golden Plains,203011035,Golden Plains - South
964,3330,ROKEWOOD,Golden Plains,203011035,Golden Plains - South
965,3331,BANNOCKBURN,Moorabool,203011034,Bannockburn
966,3331,GHERINGHAP,Moorabool,203011034,Bannockburn
967,3331,MAUDE,Moorabool,203011035,Golden Plains - South
968,3331,RUSSELLS BRIDGE,Moorabool,203011034,Bannockburn
969,3331,SHE OAKS,Moorabool,203011035,Golden Plains - South
970,3331,STEIGLITZ,Moorabool,203011035,Golden Plains - South
971,3331,SUTHERLANDS CREEK,Moorabool,203011035,Golden Plains - South
972,3332,LETHBRIDGE,Golden Plains,203011035,Golden Plains - South
973,3333,BAMGANIE,Moorabool,203011035,Golden Plains - South
974,3333,MEREDITH,Moorabool,203011035,Golden Plains - South
975,3334,BUNGAL,Moorabool,201021012,Gordon (Vic.)
976,3334,CARGERIE,Moorabool,201021012,Gordon (Vic.)
977,3334,ELAINE,Moorabool,201021012,Gordon (Vic.)
978,3334,MORRISONS,Moorabool,201021012,Gordon (Vic.)
979,3334,MOUNT DORAN,Moorabool,201021012,Gordon (Vic.)
980,3335,BONNIE BROOK,Melton,213041355,Hillside
981,3335,GRANGEFIELDS,Melton,213041359,Rockbank - Mount Cottrell
982,3335,PLUMPTON,Melton,213041355,Hillside
983,3335,ROCKBANK,Melton,213041359,Rockbank - Mount Cottrell
984,3335,THORNHILL PARK,Melton,213041359,Rockbank - Mount Cottrell
985,3336,AINTREE,Moorabool,213041359,Rockbank - Mount Cottrell
986,3336,DEANSIDE,Moorabool,213041359,Rockbank - Mount Cottrell
987,3336,FRASER RISE,Moorabool,213041359,Rockbank - Mount Cottrell
988,3337,HARKNESS,Moorabool,213041358,Melton West
989,3337,KURUNJANG,Moorabool,213041356,Melton
990,3337,MELTON,Moorabool,213041356,Melton
991,3337,MELTON WEST,Moorabool,213041358,Melton West
992,3337,TOOLERN VALE,Moorabool,213041356,Melton
993,3338,BROOKFIELD,Wyndham,213041357,Melton South
994,3338,COBBLEBANK,Wyndham,213041357,Melton South
995,3338,EXFORD,Wyndham,213041357,Melton South
996,3338,EYNESBURY,Wyndham,213041357,Melton South
997,3338,MELTON SOUTH,Wyndham,213041357,Melton South
998,3338,STRATHTULLOH,Wyndham,213041357,Melton South
999,3338,WEIR VIEWS,Wyndham,213041357,Melton South
1000,3340,BACCHUS MARSH,Wyndham,213041353,Bacchus Marsh
1001,3340,BALLIANG,Wyndham,203021043,Lara
1002,3340,BALLIANG EAST,Wyndham,201021009,Bacchus Marsh Region
1003,3340,COIMADAI,Wyndham,213041353,Bacchus Marsh
1004,3340,DARLEY,Wyndham,213041353,Bacchus Marsh
1005,3340,GLENMORE,Wyndham,201021009,Bacchus Marsh Region
1006,3340,HOPETOUN PARK,Wyndham,213041353,Bacchus Marsh
1007,3340,LONG FOREST,Wyndham,213041353,Bacchus Marsh
1008,3340,MADDINGLEY,Wyndham,213041353,Bacchus Marsh
1009,3340,MERRIMU,Wyndham,213041353,Bacchus Marsh
1010,3340,PARWAN,Wyndham,201021009,Bacchus Marsh Region
1011,3340,ROWSLEY,Wyndham,201021009,Bacchus Marsh Region
1012,3340,STAUGHTON VALE,Wyndham,203021043,Lara
1013,3341,DALES CREEK,Moorabool,201021009,Bacchus Marsh Region
1014,3341,GREENDALE,Moorabool,201021009,Bacchus Marsh Region
1015,3341,KOROBEIT,Moorabool,201021009,Bacchus Marsh Region
1016,3341,MYRNIONG,Moorabool,201021009,Bacchus Marsh Region
1017,3341,PENTLAND HILLS,Moorabool,213041353,Bacchus Marsh
1018,3342,BALLAN,Moorabool,201021009,Bacchus Marsh Region
1019,3342,BEREMBOKE,Moorabool,201021009,Bacchus Marsh Region
1020,3342,BLAKEVILLE,Moorabool,201021009,Bacchus Marsh Region
1021,3342,BUNDING,Moorabool,201021012,Gordon (Vic.)
1022,3342,COLBROOK,Moorabool,201021009,Bacchus Marsh Region
1023,3342,DURDIDWARRAH,Moorabool,203011035,Golden Plains - South
1024,3342,FISKVILLE,Moorabool,201021009,Bacchus Marsh Region
1025,3342,INGLISTON,Moorabool,201021009,Bacchus Marsh Region
1026,3342,MOUNT WALLACE,Moorabool,201021009,Bacchus Marsh Region
1027,3345,GORDON,Moorabool,201021012,Gordon (Vic.)
1028,3350,ALFREDTON,Moorabool,201011001,Alfredton
1029,3350,BAKERY HILL,Moorabool,201011002,Ballarat
1030,3350,BALLARAT,Moorabool,201011002,Ballarat
1031,3350,BALLARAT CENTRAL,Moorabool,201011002,Ballarat
1032,3350,BALLARAT EAST,Moorabool,201011003,Ballarat - North
1033,3350,BALLARAT NORTH,Moorabool,201011003,Ballarat - North
1034,3350,BALLARAT WEST,Moorabool,201011002,Ballarat
1035,3350,BLACK HILL,Moorabool,201011003,Ballarat - North
1036,3350,BROWN HILL,Moorabool,201011003,Ballarat - North
1037,3350,CANADIAN,Moorabool,201011004,Ballarat - South
1038,3350,EUREKA,Moorabool,201011003,Ballarat - North
1039,3350,GOLDEN POINT,Moorabool,201011004,Ballarat - South
1040,3350,INVERMAY PARK,Moorabool,201011003,Ballarat - North
1041,3350,LAKE WENDOUREE,Moorabool,201011002,Ballarat
1042,3350,LUCAS,Moorabool,201011001,Alfredton
1043,3350,MOUNT CLEAR,Moorabool,201011004,Ballarat - South
1044,3350,MOUNT HELEN,Moorabool,201011005,Buninyong
1045,3350,MOUNT PLEASANT,Moorabool,201011004,Ballarat - South
1046,3350,NERRINA,Moorabool,201011003,Ballarat - North
1047,3350,NEWINGTON,Moorabool,201011002,Ballarat
1048,3350,REDAN,Moorabool,201011004,Ballarat - South
1049,3350,SOLDIERS HILL,Moorabool,201011003,Ballarat - North
1050,3350,SOVEREIGN HILL,Moorabool,201011004,Ballarat - South
1051,3351,BERRINGA,Southern Grampians,201031015,Golden Plains - North
1052,3351,BO PEEP,Southern Grampians,201031014,Beaufort
1053,3351,CAPE CLEAR,Southern Grampians,201031015,Golden Plains - North
1054,3351,CARNGHAM,Southern Grampians,201031014,Beaufort
1055,3351,CHEPSTOWE,Southern Grampians,201031014,Beaufort
1056,3351,HADDON,Southern Grampians,201011007,Smythes Creek
1057,3351,HAPPY VALLEY,Southern Grampians,201031015,Golden Plains - North
1058,3351,HILLCREST,Southern Grampians,201031014,Beaufort
1059,3351,ILLABAROOK,Southern Grampians,201031015,Golden Plains - North
1060,3351,LAKE BOLAC,Southern Grampians,215011387,Ararat Region
1061,3351,MININERA,Southern Grampians,215011387,Ararat Region
1062,3351,MORTCHUP,Southern Grampians,201031014,Beaufort
1063,3351,MOUNT EMU,Southern Grampians,201031014,Beaufort
1064,3351,NERRIN NERRIN,Southern Grampians,215011387,Ararat Region
1065,3351,NEWTOWN,Southern Grampians,201031015,Golden Plains - North
1066,3351,NINTINGBOOL,Southern Grampians,201011007,Smythes Creek
1067,3351,PIGGOREET,Southern Grampians,201031015,Golden Plains - North
1068,3351,PITFIELD,Southern Grampians,201031015,Golden Plains - North
1069,3351,ROKEWOOD JUNCTION,Southern Grampians,203011035,Golden Plains - South
1070,3351,ROSS CREEK,Southern Grampians,201011007,Smythes Creek
1071,3351,SCARSDALE,Southern Grampians,201031015,Golden Plains - North
1072,3351,SMYTHES CREEK,Southern Grampians,201011006,Delacombe
1073,3351,SMYTHESDALE,Southern Grampians,201031015,Golden Plains - North
1074,3351,SNAKE VALLEY,Southern Grampians,201031014,Beaufort
1075,3351,SPRINGDALLAH,Southern Grampians,201031015,Golden Plains - North
1076,3351,STAFFORDSHIRE REEF,Southern Grampians,201031015,Golden Plains - North
1077,3351,STREATHAM,Southern Grampians,215011387,Ararat Region
1078,3351,WALLINDUC,Southern Grampians,201031015,Golden Plains - North
1079,3351,WESTMERE,Southern Grampians,215011387,Ararat Region
1080,3352,ADDINGTON,Pyrenees,201021010,Creswick - Clunes
1081,3352,BALLARAT ROADSIDE DELIVERY,Pyrenees,201011002,Ballarat
1082,3352,BARKSTEAD,Pyrenees,201021012,Gordon (Vic.)
1083,3352,BLOWHARD,Pyrenees,201021010,Creswick - Clunes
1084,3352,BOLWARRAH,Pyrenees,201021012,Gordon (Vic.)
1085,3352,BONSHAW,Pyrenees,201011006,Delacombe
1086,3352,BREWSTER,Pyrenees,201031014,Beaufort
1087,3352,BULLAROOK,Pyrenees,201021012,Gordon (Vic.)
1088,3352,BUNGAREE,Pyrenees,201021012,Gordon (Vic.)
1089,3352,BUNKERS HILL,Pyrenees,201011006,Delacombe
1090,3352,BURRUMBEET,Pyrenees,201031014,Beaufort
1091,3352,CAMBRIAN HILL,Pyrenees,201011007,Smythes Creek
1092,3352,CARDIGAN,Pyrenees,201011001,Alfredton
1093,3352,CARDIGAN VILLAGE,Pyrenees,201011001,Alfredton
1094,3352,CHAPEL FLAT,Pyrenees,201011003,Ballarat - North
1095,3352,CLARENDON,Pyrenees,201021012,Gordon (Vic.)
1096,3352,CLARETOWN,Pyrenees,201021012,Gordon (Vic.)
1097,3352,CLARKES HILL,Pyrenees,201021012,Gordon (Vic.)
1098,3352,CORINDHAP,Pyrenees,203011035,Golden Plains - South
1099,3352,DEAN,Pyrenees,201021010,Creswick - Clunes
1100,3352,DEREEL,Pyrenees,203011035,Golden Plains - South
1101,3352,DUNNSTOWN,Pyrenees,201021012,Gordon (Vic.)
1102,3352,DURHAM LEAD,Pyrenees,201021012,Gordon (Vic.)
1103,3352,ENFIELD,Pyrenees,201031015,Golden Plains - North
1104,3352,ERCILDOUNE,Pyrenees,201031014,Beaufort
1105,3352,GARIBALDI,Pyrenees,201031015,Golden Plains - North
1106,3352,GLEN PARK,Pyrenees,201011003,Ballarat - North
1107,3352,GLENBRAE,Pyrenees,201031013,Avoca
1108,3352,GONG GONG,Pyrenees,201011003,Ballarat - North
1109,3352,GRENVILLE,Pyrenees,201031015,Golden Plains - North
1110,3352,INVERMAY,Pyrenees,201011003,Ballarat - North
1111,3352,LAL LAL,Pyrenees,201021012,Gordon (Vic.)
1112,3352,LAMPLOUGH,Pyrenees,201031013,Avoca
1113,3352,LANGI KAL KAL,Pyrenees,201031014,Beaufort
1114,3352,LEARMONTH,Pyrenees,201021010,Creswick - Clunes
1115,3352,LEIGH CREEK,Pyrenees,201021012,Gordon (Vic.)
1116,3352,LEXTON,Pyrenees,201031013,Avoca
1117,3352,MAGPIE,Pyrenees,201011005,Buninyong
1118,3352,MILLBROOK,Pyrenees,201021012,Gordon (Vic.)
1119,3352,MINERS REST,Pyrenees,201011008,Wendouree - Miners Rest
1120,3352,MITCHELL PARK,Pyrenees,201011008,Wendouree - Miners Rest
1121,3352,MOLLONGGHIP,Pyrenees,201021012,Gordon (Vic.)
1122,3352,MOUNT BOLTON,Pyrenees,201021010,Creswick - Clunes
1123,3352,MOUNT EGERTON,Pyrenees,201021012,Gordon (Vic.)
1124,3352,MOUNT MERCER,Pyrenees,203011035,Golden Plains - South
1125,3352,MOUNT MITCHELL,Pyrenees,201031013,Avoca
1126,3352,MOUNT ROWAN,Pyrenees,201011008,Wendouree - Miners Rest
1127,3352,NAPOLEONS,Pyrenees,201031015,Golden Plains - North
1128,3352,NAVIGATORS,Pyrenees,201021012,Gordon (Vic.)
1129,3352,POOTILLA,Pyrenees,201021012,Gordon (Vic.)
1130,3352,SCOTCHMANS LEAD,Pyrenees,201011005,Buninyong
1131,3352,SCOTSBURN,Pyrenees,201021012,Gordon (Vic.)
1132,3352,SPRINGBANK,Pyrenees,201021012,Gordon (Vic.)
1133,3352,SULKY,Pyrenees,201021010,Creswick - Clunes
1134,3352,WALLACE,Pyrenees,201021012,Gordon (Vic.)
1135,3352,WARRENHEIP,Pyrenees,201011003,Ballarat - North
1136,3352,WATTLE FLAT,Pyrenees,201021010,Creswick - Clunes
1137,3352,WAUBRA,Pyrenees,201031013,Avoca
1138,3352,WEATHERBOARD,Pyrenees,201021010,Creswick - Clunes
1139,3352,WERNETH,Pyrenees,201031015,Golden Plains - North
1140,3352,WINDERMERE,Pyrenees,201021010,Creswick - Clunes
1141,3352,YENDON,Pyrenees,201021012,Gordon (Vic.)
1142,3353,BALLARAT,Moorabool,201011002,Ballarat
1143,3354,BAKERY HILL,Mount Alexander,201011002,Ballarat
1144,3354,BALLARAT MC,Mount Alexander,201011002,Ballarat
1145,3355,LAKE GARDENS,Ballarat,201011002,Ballarat
1146,3355,MITCHELL PARK,Ballarat,201011008,Wendouree - Miners Rest
1147,3355,WENDOUREE,Ballarat,201011008,Wendouree - Miners Rest
1148,3355,WENDOUREE VILLAGE,Ballarat,201011008,Wendouree - Miners Rest
1149,3356,BONSHAW,Golden Plains,201011006,Delacombe
1150,3356,DELACOMBE,Golden Plains,201011006,Delacombe
1151,3356,SEBASTOPOL,Golden Plains,201011004,Ballarat - South
1152,3357,BUNINYONG,Moorabool,201011005,Buninyong
1153,3357,SCOTSMANS LEAD,Moorabool,201011005,Buninyong
1154,3357,YARROWEE,Moorabool,203011035,Golden Plains - South
1155,3358,WINTER VALLEY,Mount Alexander,210021235,Romsey
1156,3360,HAPPY VALLEY,Pyrenees,201031015,Golden Plains - North
1157,3360,LINTON,Pyrenees,201031015,Golden Plains - North
1158,3360,MANNIBADAR,Pyrenees,201031015,Golden Plains - North
1159,3360,PITTONG,Pyrenees,217031474,Corangamite - North
1160,3360,WILLOWVALE,Pyrenees,201031015,Golden Plains - North
1161,3361,BRADVALE,Pyrenees,217031474,Corangamite - North
1162,3361,CARRANBALLAC,Pyrenees,201031014,Beaufort
1163,3361,SKIPTON,Pyrenees,217031474,Corangamite - North
1164,3363,CRESWICK,Moorabool,201021010,Creswick - Clunes
1165,3363,CRESWICK NORTH,Moorabool,201021010,Creswick - Clunes
1166,3363,DEAN,Moorabool,201021010,Creswick - Clunes
1167,3363,GLENDARUEL,Moorabool,201021010,Creswick - Clunes
1168,3363,LANGDONS HILL,Moorabool,201021011,Daylesford
1169,3363,MOUNT BECKWORTH,Moorabool,201021010,Creswick - Clunes
1170,3363,TOURELLO,Moorabool,201021010,Creswick - Clunes
1171,3364,ALLENDALE,Mount Alexander,201021010,Creswick - Clunes
1172,3364,ASCOT,Mount Alexander,201021010,Creswick - Clunes
1173,3364,BALD HILLS,Mount Alexander,201021010,Creswick - Clunes
1174,3364,BARKSTEAD,Mount Alexander,201021012,Gordon (Vic.)
1175,3364,BLAMPIED,Mount Alexander,201021011,Daylesford
1176,3364,BROOMFIELD,Mount Alexander,201021010,Creswick - Clunes
1177,3364,CABBAGE TREE,Mount Alexander,201021010,Creswick - Clunes
1178,3364,CAMPBELLTOWN,Mount Alexander,201021010,Creswick - Clunes
1179,3364,COGHILLS CREEK,Mount Alexander,201021010,Creswick - Clunes
1180,3364,GLENDONALD,Mount Alexander,201021010,Creswick - Clunes
1181,3364,GLENDONNELL,Mount Alexander,201021010,Creswick - Clunes
1182,3364,JOYCES CREEK,Mount Alexander,202021028,Castlemaine Region
1183,3364,KINGSTON,Mount Alexander,201021010,Creswick - Clunes
1184,3364,KOOROOCHEANG,Mount Alexander,201021011,Daylesford
1185,3364,LAWRENCE,Mount Alexander,201021010,Creswick - Clunes
1186,3364,MOUNT PROSPECT,Mount Alexander,201021011,Daylesford
1187,3364,NEWLYN,Mount Alexander,201021010,Creswick - Clunes
1188,3364,NEWLYN NORTH,Mount Alexander,201021011,Daylesford
1189,3364,ROCKLYN,Mount Alexander,201021011,Daylesford
1190,3364,SMEATON,Mount Alexander,201021010,Creswick - Clunes
1191,3364,SMOKEY TOWN,Mount Alexander,201021010,Creswick - Clunes
1192,3364,SMOKEYTOWN,Mount Alexander,201021010,Creswick - Clunes
1193,3364,SPRINGMOUNT,Mount Alexander,201021010,Creswick - Clunes
1194,3364,STRATHLEA,Mount Alexander,202021028,Castlemaine Region
1195,3364,ULLINA,Mount Alexander,201021010,Creswick - Clunes
1196,3364,WERONA,Mount Alexander,201021011,Daylesford
1197,3370,CLUNES,Hepburn,201021010,Creswick - Clunes
1198,3370,GLENGOWER,Hepburn,201021010,Creswick - Clunes
1199,3370,MOUNT CAMERON,Hepburn,201031017,Maryborough Region
1200,3370,ULLINA,Hepburn,201021010,Creswick - Clunes
1201,3371,AMHERST,Pyrenees,201031017,Maryborough Region
1202,3371,BURNBANK,Pyrenees,201031013,Avoca
1203,3371,CARALULUP,Pyrenees,201031017,Maryborough Region
1204,3371,DUNACH,Pyrenees,201021010,Creswick - Clunes
1205,3371,EVANSFORD,Pyrenees,201031013,Avoca
1206,3371,LILLICUR,Pyrenees,201031017,Maryborough Region
1207,3371,MOUNT GLASGOW,Pyrenees,201031017,Maryborough Region
1208,3371,RED LION,Pyrenees,201031017,Maryborough Region
1209,3371,STONY CREEK,Pyrenees,201031017,Maryborough Region
1210,3371,TALBOT,Pyrenees,201031017,Maryborough Region
1211,3373,BEAUFORT,Pyrenees,201031014,Beaufort
1212,3373,CHUTE,Pyrenees,201031014,Beaufort
1213,3373,CROSS ROADS,Pyrenees,201031014,Beaufort
1214,3373,LAKE GOLDSMITH,Pyrenees,201031014,Beaufort
1215,3373,LAKE WONGAN,Pyrenees,215011387,Ararat Region
1216,3373,MAIN LEAD,Pyrenees,201031014,Beaufort
1217,3373,MENA PARK,Pyrenees,201031014,Beaufort
1218,3373,NERRING,Pyrenees,201031014,Beaufort
1219,3373,RAGLAN,Pyrenees,201031014,Beaufort
1220,3373,SHIRLEY,Pyrenees,201031014,Beaufort
1221,3373,STOCKYARD HILL,Pyrenees,201031014,Beaufort
1222,3373,STONELEIGH,Pyrenees,201031014,Beaufort
1223,3373,TRAWALLA,Pyrenees,201031014,Beaufort
1224,3373,WATERLOO,Pyrenees,201031014,Beaufort
1225,3374,GREAT WESTERN,Northern Grampians,215011392,Stawell
1226,3375,BALLYROGAN,Pyrenees,215011387,Ararat Region
1227,3375,BAYINDEEN,Pyrenees,215011387,Ararat Region
1228,3375,BUANGOR,Pyrenees,215011387,Ararat Region
1229,3375,MIDDLE CREEK,Pyrenees,201031014,Beaufort
1230,3377,AMPHITHEATRE,Northern Grampians,201031013,Avoca
1231,3377,ARARAT,Northern Grampians,215011386,Ararat
1232,3377,ARARAT EAST,Northern Grampians,215011386,Ararat
1233,3377,ARMSTRONG,Northern Grampians,215011387,Ararat Region
1234,3377,BEN NEVIS,Northern Grampians,201031013,Avoca
1235,3377,BULGANA,Northern Grampians,215011392,Stawell
1236,3377,CATHCART,Northern Grampians,215011387,Ararat Region
1237,3377,CROWLANDS,Northern Grampians,201031013,Avoca
1238,3377,DENICULL CREEK,Northern Grampians,215011387,Ararat Region
1239,3377,DOBIE,Northern Grampians,215011387,Ararat Region
1240,3377,DUNNEWORTHY,Northern Grampians,215011387,Ararat Region
1241,3377,EVERSLEY,Northern Grampians,201031013,Avoca
1242,3377,GREAT WESTERN,Northern Grampians,215011392,Stawell
1243,3377,JALLUKUR,Northern Grampians,215011387,Ararat Region
1244,3377,LANGI LOGAN,Northern Grampians,215011387,Ararat Region
1245,3377,MAROONA,Northern Grampians,215011387,Ararat Region
1246,3377,MOUNT COLE,Northern Grampians,215011387,Ararat Region
1247,3377,MOUNT COLE CREEK,Northern Grampians,215011387,Ararat Region
1248,3377,MOUNT LONARCH,Northern Grampians,201031014,Beaufort
1249,3377,MOYSTON,Northern Grampians,215011387,Ararat Region
1250,3377,NORVAL,Northern Grampians,215011387,Ararat Region
1251,3377,RHYMNEY,Northern Grampians,215011387,Ararat Region
1252,3377,ROCKY POINT,Northern Grampians,215011387,Ararat Region
1253,3377,ROSSBRIDGE,Northern Grampians,215011387,Ararat Region
1254,3377,SHAYS FLAT,Northern Grampians,201031013,Avoca
1255,3377,WARRAK,Northern Grampians,215011387,Ararat Region
1256,3378,TATYOON,Pyrenees,215011387,Ararat Region
1257,3378,YALLA-Y-POORA,Pyrenees,215011387,Ararat Region
1258,3379,BERRAMBOOL,Southern Grampians,101041025,Merimbula - Tura Beach
1259,3379,BORNES HILL,Southern Grampians,215011387,Ararat Region
1260,3379,CHATSWORTH,Southern Grampians,217041477,Moyne - East
1261,3379,MAFEKING,Southern Grampians,215011387,Ararat Region
1262,3379,STAVELY,Southern Grampians,215011387,Ararat Region
1263,3379,WATGANIA,Southern Grampians,215011387,Ararat Region
1264,3379,WICKLIFFE,Southern Grampians,215011387,Ararat Region
1265,3379,WILLAURA,Southern Grampians,215011387,Ararat Region
1266,3379,WILLAURA NORTH,Southern Grampians,215011387,Ararat Region
1267,3380,BELLELLEN,Northern Grampians,215011392,Stawell
1268,3380,BRIDGE INN,Northern Grampians,215011392,Stawell
1269,3380,MOKEPILLY,Northern Grampians,215011392,Stawell
1270,3380,STAWELL,Northern Grampians,215011392,Stawell
1271,3380,STAWELL WEST,Northern Grampians,215011392,Stawell
1272,3380,WINJALLOK,Northern Grampians,215011391,St Arnaud
1273,3381,BARKLY,Southern Grampians,201031013,Avoca
1274,3381,BELLELLEN,Southern Grampians,215011392,Stawell
1275,3381,BELLFIELD,Southern Grampians,215011392,Stawell
1276,3381,BLACK RANGE,Southern Grampians,215011392,Stawell
1277,3381,BOLANGUM,Southern Grampians,215011391,St Arnaud
1278,3381,CALLAWADDA,Southern Grampians,215011392,Stawell
1279,3381,CAMPBELLS BRIDGE,Southern Grampians,215011392,Stawell
1280,3381,CONCONGELLA,Southern Grampians,215011392,Stawell
1281,3381,DEEP LEAD,Southern Grampians,215011392,Stawell
1282,3381,FYANS CREEK,Southern Grampians,215011392,Stawell
1283,3381,GERMANIA,Southern Grampians,215011387,Ararat Region
1284,3381,GREENS CREEK,Southern Grampians,215011392,Stawell
1285,3381,HALLS GAP,Southern Grampians,215011392,Stawell
1286,3381,ILLAWARRA,Southern Grampians,215011392,Stawell
1287,3381,JOEL JOEL,Southern Grampians,215011392,Stawell
1288,3381,JOEL SOUTH,Southern Grampians,215011392,Stawell
1289,3381,KANYA,Southern Grampians,215011391,St Arnaud
1290,3381,LAKE FYANS,Southern Grampians,215011392,Stawell
1291,3381,LAKE LONSDALE,Southern Grampians,215011392,Stawell
1292,3381,LUBECK,Southern Grampians,215011394,Yarriambiack
1293,3381,MOKEPILLY,Southern Grampians,215011392,Stawell
1294,3381,MORRL MORRL,Southern Grampians,215011392,Stawell
1295,3381,MOUNT DRYDEN,Southern Grampians,215011392,Stawell
1296,3381,PARADISE,Southern Grampians,215011392,Stawell
1297,3381,POMONAL,Southern Grampians,215011387,Ararat Region
1298,3381,ROSTRON,Southern Grampians,215011391,St Arnaud
1299,3381,WAL WAL,Southern Grampians,215011392,Stawell
1300,3381,WALLALOO,Southern Grampians,215011391,St Arnaud
1301,3381,WALLALOO EAST,Southern Grampians,215011391,St Arnaud
1302,3384,BARKLY,Pyrenees,201031013,Avoca
1303,3384,CONCONGELLA,Pyrenees,215011392,Stawell
1304,3384,FRENCHMANS,Pyrenees,201031013,Avoca
1305,3384,JOEL JOEL,Pyrenees,215011392,Stawell
1306,3384,JOEL SOUTH,Pyrenees,215011392,Stawell
1307,3384,LANDSBOROUGH,Pyrenees,201031013,Avoca
1308,3384,LANDSBOROUGH WEST,Pyrenees,215011392,Stawell
1309,3384,NAVARRE,Pyrenees,215011391,St Arnaud
1310,3384,SHAYS FLAT,Pyrenees,201031013,Avoca
1311,3384,TULKARA,Pyrenees,215011392,Stawell
1312,3384,WATTLE CREEK,Pyrenees,201031013,Avoca
1313,3385,DADSWELLS BRIDGE,Yarriambiack,215011389,Horsham Region
1314,3385,DEEP LEAD,Yarriambiack,215011392,Stawell
1315,3385,GLENORCHY,Yarriambiack,215011392,Stawell
1316,3385,LEDCOURT,Yarriambiack,215011392,Stawell
1317,3385,LUBECK,Yarriambiack,215011394,Yarriambiack
1318,3385,RIACHELLA,Yarriambiack,215011392,Stawell
1319,3385,ROSES GAP,Yarriambiack,215011392,Stawell
1320,3385,WAL WAL,Yarriambiack,215011392,Stawell
